Folder_Number,Image_Links,Headline,Article_Text,Published_Date,Publishing_Agency_Name,Author_Names,Keywords_Tags,Related_Article_Links,Sentiment,Tone,Narrative
586,"['https://drive.google.com/file/d/1NT4f4ume7L9_0v98Tv8Nb1bi2BS2hAFA/view?usp=drivesdk', 'https://drive.google.com/file/d/1D31tUuVEV2ItvLdltjYyC4_DSSGdthDI/view?usp=drivesdk', 'https://drive.google.com/file/d/1Rii6ssi_LemcaLX1dEeYcsaq0Dlk5F_b/view?usp=drivesdk', 'https://drive.google.com/file/d/1nf01si9JfZuII_gLPUHQW9bkauXTufwd/view?usp=drivesdk', 'https://drive.google.com/file/d/13tmqxMj10INnE8WkUyKQr8C7IQUx32oZ/view?usp=drivesdk', 'https://drive.google.com/file/d/1RIr5b5ghFtMDwjHOAj6i7zrgUyEx2D00/view?usp=drivesdk', 'https://drive.google.com/file/d/1bMWr_BfMyG3RWn9H1xRfURQkYkRXWIXi/view?usp=drivesdk', 'https://drive.google.com/file/d/1v6pShZAGKwYkl_zaZ1At1ob_kaSHzSFs/view?usp=drivesdk', 'https://drive.google.com/file/d/1K8rkYuQhu4ouSBsYQxeVTQa5Ip4hKvcS/view?usp=drivesdk', 'https://drive.google.com/file/d/1qJ4YHg3Vr235SWL2eQLhz-KQI3niDS3Z/view?usp=drivesdk', 'https://drive.google.com/file/d/1ahh0S4SZmNcx9H5Y-NWDAulBjddyfG4T/view?usp=drivesdk', 'https://drive.google.com/file/d/1YlpLj1PmFdoEGPEjuSRdAm_9UQuMZltT/view?usp=drivesdk']",What is the extreme weather that caused the severe storms?,"The UAE is experiencing very hot weather. While it has hot seasons, the average is about 100 kilometers of rain a year, leading to dangerously extreme conditions.
In Al Ain city, a little over 100 kilometers (62 miles) from Dubai, about 256 kilometers of rain have been recorded in just 24 hours. The main cause has been a ""cooled"" weather system with high humidity, which offered warm, moist air and could lead to more intense rainfall, explained Richard Allan, a climate science professor at the University of Reading.",18-04-2024,Ethnos,['Ethnos Newsroom'],"['UAE', 'Extreme Weather', 'Storms', 'Climate Change']","['Severe Weather in Dubai', 'Climate Related Issues in the Gulf Region']",Negative,Descriptive,"The narrative focuses on the increasing frequency and severity of extreme weather patterns in the UAE, emphasizing the potential dangers of climate change and local environmental conditions."
535,"['https://drive.google.com/file/d/13HHiSBM2DjKj0S-vnhsETPz7RbZQBrfg/view?usp=drivesdk', 'https://drive.google.com/file/d/1EBD7DAowjG5wfzGaGcJIG_H1FT2OLPlT/view?usp=drivesdk', 'https://drive.google.com/file/d/1UR_5L9kVLr0tGkYoSzLOZrsc4hCB55cw/view?usp=drivesdk', 'https://drive.google.com/file/d/1E6jWQHnZJc-3xF34WWnWiV_QT75HpIXD/view?usp=drivesdk']",Biden did not cancel Easter Proclamation for transgender individuals,"Biden prompted a new proclamation to designate Easter week as a day to celebrate transgender individuals. However, information provided to us indicated by the portal Raskrinkavanje.ba, which carried the title of manipulating the data, is the Budapest announcement of the date of not coinciding with the traditional date of the celebration of the Day of visibility of transgender individuals. From the deleted text it is noted that children of members of the National Guard of the USA are prohibited from drawing religious motives during Easter with a gathering that will take place in the White House in 2024. From the text it is noted that the White House has ""doubled down on the reaction against religious images and underscores that military families participate in traditional egg drawing Artifacts on Easter."" These notes suggest that all this information arises from the Raskrinkavanje portal that also maintains that the event also in question is the children of members of their ranks. The aim of the pronouncement is to gain support from the LGBTQ+ community in the current political race.",03-09-2024,Informer,['Autor: informers.rs'],"['Biden', 'Easter', 'transgender', 'LGBTQ+', 'politics', 'United States']","[""Biden's Stance on LGBTQ+ Rights"", 'Transgender Visibility in 2024 Elections']",Negative,Critical,"The article conveys a negative view of Biden's recent actions regarding the celebration of Easter and its implications for the transgender community, suggesting it as a politically motivated maneuver to secure votes."
713,"['https://drive.google.com/file/d/1USfNJplZLyFxTAgN3kiV2_4xa44A8By3/view?usp=drivesdk', 'https://drive.google.com/file/d/1wrwGjzM4WThEgw0-qoNwbt4XJn9rbKhG/view?usp=drivesdk', 'https://drive.google.com/file/d/1vVIVI_wb339OVfgG4-QKTqiEMJQ0EK2s/view?usp=drivesdk', 'https://drive.google.com/file/d/16qxAoEHJwt8EpSGqxpRuQHvMJR4wGWrL/view?usp=drivesdk', 'https://drive.google.com/file/d/1IbogCKzRACLshBSA-rOW_63I3NH2NrHn/view?usp=drivesdk', 'https://drive.google.com/file/d/1b9rmHxY8KfIIUUT3x1XyTIWwzhX_7bOD/view?usp=drivesdk', 'https://drive.google.com/file/d/1qrHy0QcAvKV4ABnxmZImU9CSd0-ATpxB/view?usp=drivesdk', 'https://drive.google.com/file/d/1AM9Pey28P1qE9NXLZ5qoAVmMVDsK6Beo/view?usp=drivesdk', 'https://drive.google.com/file/d/1HYOMVwl_nRfvbnzQRay_-woc8Pkzw4QY/view?usp=drivesdk', 'https://drive.google.com/file/d/1Yi4cQERIYsiSYZMlJnQxrGVmDwkJRRqw/view?usp=drivesdk']",France sends troops to Ukraine: Russian report,"Will the deployment of a Foreign Legion unit commanded by French officers trigger a wider European war? 

Editors’ Note, May 6, 2024: A link originally indicating a source for this report has gone dead. A new link to the same source, a Sputnik page, is given bellow. The author in an addendum posted on his Substack blog May 6 has discussed the sourcing. The first two paragraphs immediately below accordingly represent a rewrite to update the May 4 article, the thrust of which France has officially denied, and there are additional edits farther down in the text.

(Further update, May 7, 2024: Russia’s Pravda has published a detailed article setting forth what Russian military bloggers who specialize in military matters have reported. The article, in English, is available here.)

The initial group of troops to be sent is likely to include 1,500 French soldiers of its 3rd Infantry Regiment to arrive on Ukraine’s battlefields, should the French government want to do so. According to reports, today France cannot support an overseas deployment of a full division and won’t have this capability until 2027 at the earliest.

A decision to send Foreign Legionnaires should be seen as a peculiar French compromise. France is not deploying its home army and, besides the small number of officers, the men sent generally are not French citizens.

France’s decision has two meanings, beyond the obvious one of potentially triggering a pan-European war.

First of all, it encroaches on the deepening military relationship with Ukraine while encountering a long-standing lack of consensus among NATO members as to how to confront Russia and even to act in its own interests, much less its operations outside NATO.

Second, France’s government scheme involves risking its smaller growing number of troops and calling forth the 3rd Infantry Regiment whether this crosses the Russian red line on NATO involvement in Ukraine? Will the Russians see this as initiating a wider war beyond Ukraine’s borders?",04-05-2024,Asia Times,['Stephen Bryen'],"['France', 'Ukraine', 'Foreign Legion', 'European war', 'NATO']","[""Russia's military engagement in Ukraine"", 'Analysis of European military involvement']",Negative,Alarmist,"The article discusses the implications of France sending troops to Ukraine, highlighting concerns about escalating tensions with Russia and the potential for a wider European conflict."
529,"['https://drive.google.com/file/d/1q67f65McKFUPEsS2_y-y5v_7F2fDbmvh/view?usp=drivesdk', 'https://drive.google.com/file/d/1UCKsCIRywF6IpEyQvCU7NfANFl1pIch4/view?usp=drivesdk', 'https://drive.google.com/file/d/1v7qqwOLez-IUh7d5Cj8f4Y-mWsOD1IjS/view?usp=drivesdk', 'https://drive.google.com/file/d/1C_9cHTOZveOHHlGWoCJfpk5TZrTTB_HA/view?usp=drivesdk']",Trump: Obama and Hillary Clinton founded ISIS,"It is claimed that former U.S. President Donald Trump stated after the massacre in Moscow that Barack Obama and Hillary Clinton founded ISIS, according to an analysis from the organization Raskrinkavanje.ba which determined that the facts are being manipulated.",25-03-2024,Informer,['Informer/Mediji'],"['Donald Trump', 'Obama', 'Hillary Clinton', 'ISIS', 'Moscow massacre']",[],Negative,Accusatory,"The article promotes a narrative that blames Obama and Clinton for the establishment of ISIS, suggesting conspiracy and manipulation of facts regarding political actions."
527,"['https://drive.google.com/file/d/1pWsB7s_QSshReVA--BpHpS3vkTYWJ-t7/view?usp=drivesdk', 'https://drive.google.com/file/d/19MOHOJ5zT363jtcnH2MXbyUUSrJ5lEYS/view?usp=drivesdk', 'https://drive.google.com/file/d/1QI3JJ-Ns6NOExIlutauAzAEHkmA2KJtv/view?usp=drivesdk', 'https://drive.google.com/file/d/18KLZK78Jh84NlVNi0bcsUAxX6jERhs8J/view?usp=drivesdk']",CORRECTION: The viral photograph of a fifteen-year-old Macron and Brigitte is a photomontage,"We are correcting the initial inaccurate version of the text that stated a viral photograph circulating on social media showed 15-year-old Macron and Brigitte.

The original photograph is actually a montage taken from the documentary “Emmanuel Macron, la stratégie du météore.”

Thus, we are correcting the claim made in the initial version of the text.",04-03-2024,Žena,['Viktor Veličković'],"['Emmanuel Macron', 'Brigitte Macron']",[],Negative,Informative,"The article addresses misinformation regarding a viral photograph of Emmanuel Macron and Brigitte, clarifying that the image is a montage and correcting false claims circulating on social media."
130,"['https://drive.google.com/file/d/1PanFmCjhcivSdxeI2d63Wyz3VUlewa_e/view?usp=drivesdk', 'https://drive.google.com/file/d/1SsZxajmPXuFqvQk2tRTeohw1ba7c4hnm/view?usp=drivesdk', 'https://drive.google.com/file/d/1bVCBFc-Sp59TWg9GRuL9iYrCEsKL0xgy/view?usp=drivesdk', 'https://drive.google.com/file/d/1B3fH2FlY3HrXEdJD9ACLGnDPsL_1Z82n/view?usp=drivesdk', 'https://drive.google.com/file/d/1kau_imE16eaPDzUIQeAwjKhfoBDg8TW2/view?usp=drivesdk', 'https://drive.google.com/file/d/1DvCgwBKfvivVhzEMKtY9bvki6cmiI31U/view?usp=drivesdk', 'https://drive.google.com/file/d/10qt9GCaN3P78S69zjuMyD9dtV8SxeIKw/view?usp=drivesdk']",Χιλιάδες παράνομοι μουσουλμάνοι κατέκλεισαν τις ελληνικές πλατείες για να προσευχηθούν (φωτο),Thousands of illegal Muslims crowded the squares in Greece to pray (photo).,09-03-2024,PRONEWS,[],[],[],Negative,Descriptive,"The article portrays a negative view of illegal Muslim gatherings in Greek squares, implying an ongoing issue with illegal immigration and public order."
155,"['https://drive.google.com/file/d/1aMlU72ohR2PDOUDhJ_CXjq6_7dtij__p/view?usp=drivesdk', 'https://drive.google.com/file/d/17ikOdS5q0mRyqtPC7lMIRhw-YqbVLNSH/view?usp=drivesdk', 'https://drive.google.com/file/d/1K2yh8tQu_AGh5Lq9KhL2yx1HrZFBvyaH/view?usp=drivesdk', 'https://drive.google.com/file/d/1N8-JSFhxRkt2AU5ESr0SQ6oYUMFvlREv/view?usp=drivesdk', 'https://drive.google.com/file/d/1_c5l8QheNOeEfZKL4T71nvpJG_bPtNkk/view?usp=drivesdk', 'https://drive.google.com/file/d/1nKLE1nMdUH__N9R91IpxywD1Vdku-520/view?usp=drivesdk', 'https://drive.google.com/file/d/1U43yDiHW47qcklMSz_6kV57EvegkRe-U/view?usp=drivesdk', 'https://drive.google.com/file/d/15DQUxLj1rql5Sc61A4ObNwc-GGC1OgHx/view?usp=drivesdk']","It's 'time to stop using terms like long COVID,' health agency says: 'Unnecessary fear'","Follow the science — right out the door.

The term “long COVID” should be tossed aside like a stack of expired N95 masks — that’s according to health experts in one country, who found that the moniker can cause “unnecessary fear.”

Government-backed medical researchers in Australia say it’s time to stop using the fear-inducing phrase, which became popular after high volumes of people testing positive for COVID-19 led to a surge in generally non-severe “virus fatigue symptoms” that would normally have gone unnoticed, South West News Service reported.

“We believe it is time to stop using terms like ‘long COVID,’” said Dr. John Gerrard, Queensland’s chief health officer, who oversaw the newly released study.

“They wrongly imply there is something unique and exceptional about longer-term symptoms associated with this virus,” he explained.

Sixteen percent of respondents said they were experiencing symptoms in spring 2023, while 3.6 percent reported “moderate-to-severe functional impairment” in their daily lives.

No evidence was found that adults who tested positive in 2022 were experiencing this increased level of impairment at a higher rate than those who tested negative, or those who simply had the flu.

The study noted that rates of diagnosed “long COVID” were lower than in other countries, due to tight restrictions imposed by the Australian government during the pandemic.

The finished document is due to be presented next month at 2024’s European Congress of Clinical Microbiology and Infectious Diseases in Barcelona.

“In health systems with highly vaccinated populations, long COVID may have appeared to be a distinct and severe illness because of high volumes of COVID-19 cases during the pandemic,” Gerrard said.",14-03-2024,New York Post,['David Landsel'],"['long COVID', 'health agency', 'unnecessary fear', 'Australia', 'COVID-19']","[""5 dead, dozens hospitalized as 'parrot fever' surges across Europe""]",Negative,Dismissive,"The article promotes a stance against the terminology of 'long COVID', suggesting it generates unnecessary fear, and implicitly advocates for a re-evaluation of how COVID-19 symptoms are perceived, particularly in highly vaccinated populations."
589,"['https://drive.google.com/file/d/1_EKh-D_fGYrFBiD2xfRzcaLucUfHF2As/view?usp=drivesdk', 'https://drive.google.com/file/d/1S62hQC1l14JBRUTSbaBtIgW3DRcwVRng/view?usp=drivesdk', 'https://drive.google.com/file/d/15wVW-LUWsq_MiKTH6fkJGJcvJLxnJ27H/view?usp=drivesdk', 'https://drive.google.com/file/d/1xpzWP7Ba1GRHc6FCZrLBdwu78Fqi49iU/view?usp=drivesdk']",Mislav Kolakušić: I am far and away the most popular Croatian politician in the EP in history,"The representative of the EU Parliament, Mislav Kolakušić, was hosted in the N1 studio by Igor Bobić in Strasbourg, where he commented on the recent parliamentary elections and upcoming European ones.",24-03-2024,N1 Hrvatska,['N1 Hrvatska'],"['Mislav Kolakušić', 'N1 TV']","['""Everything is returning to Croatia"" - 26-05-2024', ""American General for TNT: Due to a current conflict, NATO's role will expand - 07-03-2024""]",Neutral,Informative,"The article presents Mislav Kolakušić's self-assessment of his popularity as a Croatian politician within the EU Parliament context, focusing on European elections."
99,"['https://drive.google.com/file/d/1FqY5Czv7GfO65HlJL_DBe3asbBguGq_l/view?usp=drivesdk', 'https://drive.google.com/file/d/1yzxnOe9Y2efxOSGJmC69aCfqO6MWyNWC/view?usp=drivesdk', 'https://drive.google.com/file/d/1_M7ctKdTKfZuOoVEXWSZL3AhQkl9E_2e/view?usp=drivesdk', 'https://drive.google.com/file/d/1Vs-7jRNR2o90XmUrvR8vOC_8ZVrsGoA1/view?usp=drivesdk', 'https://drive.google.com/file/d/1YTljWdyOhWO2zA2UPaAf2I2JJjurhqAU/view?usp=drivesdk', 'https://drive.google.com/file/d/1w8nkawVdyrWBO9QyA3eoZqFEPOmX-Yhk/view?usp=drivesdk', 'https://drive.google.com/file/d/1z7A3kyW6ui68yqfVMaUPv0v6ElkvViaN/view?usp=drivesdk', 'https://drive.google.com/file/d/1q1OCox5t3lCRZPxGGmdEKAFLUkchH6ce/view?usp=drivesdk']",The hidden 'Turkey map' of the USA revealed a path to earthquakes in Greece: A serious situation,A secret report from the US Congress revealed a map related to Turkey that affects both the Aegean and the Mediterranean. The map in question practically opened a path to earthquakes in Greece.,04-03-2024,Milliyet,[],"['#Greece', '#Turkey', '#Aegean']",[],Negative,Descriptive,"The article suggests a troubling relationship regarding a US report that implicates Turkey in various territorial issues, hinting at geopolitical tensions."
723,"['https://drive.google.com/file/d/1VpvzBtk-lLxvZRwYnGJzuV5w298u7MVq/view?usp=drivesdk', 'https://drive.google.com/file/d/1nGolavIY8feJICsbUBVZH89JE8LhiSnn/view?usp=drivesdk', 'https://drive.google.com/file/d/1IrTGPjXI6Zi0EK2KMrIIpGjh5oewEgbz/view?usp=drivesdk', 'https://drive.google.com/file/d/11ZGl6gst-eAnausiCQcO-wLnUdtaErx9/view?usp=drivesdk', 'https://drive.google.com/file/d/1LXN9kCijRNHkhvod-zQGceI419DfLct-/view?usp=drivesdk', 'https://drive.google.com/file/d/1qStJt9H8pzJrm0Nnlz49bp-7bIvSx6Ju/view?usp=drivesdk', 'https://drive.google.com/file/d/1xw74FE7b2voBvJiydCKmjv-Wu5_vVxhG/view?usp=drivesdk', 'https://drive.google.com/file/d/1Bdt1P3Z8SLrLKux7SDN621L1M8fXhxeW/view?usp=drivesdk']","The first 100 French soldiers of the 3rd Infantry Regiment have arrived in Ukraine! - 1,400 more to follow!","The first units deployed in Ukraine show that France has sent troops as reported by the media. According to reports, the French soldiers are coming from the 3rd Infantry Regiment of France, which is a major component of the Foreign Legion (Légion étrangère).",05-05-2024,PRONEWS,[],"['France', 'Ukraine', 'Foreign Legion', '3rd Infantry Regiment']",[],Neutral,Informative,The article informs about the deployment of French troops in Ukraine and highlights the ongoing military presence of France in the region.
562,"['https://drive.google.com/file/d/1cEAflUqF6nl_U4XGSz-PQLEgj37Fm8wf/view?usp=drivesdk', 'https://drive.google.com/file/d/15dlouMoCyWuduux-yoTkkrg1-H-bMOmx/view?usp=drivesdk', 'https://drive.google.com/file/d/1YFXbwcjhDY_VdKL1dgs-c7j4AkRxA6gT/view?usp=drivesdk', 'https://drive.google.com/file/d/12VlG5s0s2hWT3vExOXvLz5s13ywKVetX/view?usp=drivesdk', 'https://drive.google.com/file/d/1LncVKvRrXypW3nAbneh1HzgFPqnBaW1B/view?usp=drivesdk', 'https://drive.google.com/file/d/1lngBuL7kwQwDXPOtkAfZuQ5rt1tVpfNv/view?usp=drivesdk']",Houthi missile strikes American ship after it was threatened with a 'strong and effective response',"In a statement, Houthi leaders emphasized that all actions against American vessels would be met with a robust and decisive reply.",15-01-2024,7Dnevno,['M.K.'],"['Houthi', 'missile', 'American ship', 'response']","['UKMTO WARNING 009/JAN/2024 - UPDATE 001', 'Latest news on maritime security']",Negative,Fear-mongering,"The article conveys a strong anti-American sentiment by emphasizing Houthi resistance against perceived threats, indicating a tense geopolitical climate."
139,"['https://drive.google.com/file/d/17FUxmnayD5sOTHQ1pxvdb3HuN40Yceeg/view?usp=drivesdk', 'https://drive.google.com/file/d/1SD9soZNJnnMCkerDw8kiehgSZYDnS9dc/view?usp=drivesdk', 'https://drive.google.com/file/d/11vgbjK2XBqFi4RQUmfcluy51ip-cM3o6/view?usp=drivesdk', 'https://drive.google.com/file/d/1wYbwlVQ1Uk-aqCHWR51IeiNI5TuUjYLk/view?usp=drivesdk', 'https://drive.google.com/file/d/1HkKUH2QC17wuCibxTQwdKhF8xuz5G7pk/view?usp=drivesdk', 'https://drive.google.com/file/d/1EuGQBKVfjeHBB4OPn8_YrLQzvYqLN5cq/view?usp=drivesdk', 'https://drive.google.com/file/d/1kDV_TuBEQsYkGT0v1HmugXmqOoHUIihR/view?usp=drivesdk', 'https://drive.google.com/file/d/1PorljxtAUhrci0WSut29UOZtXAoe6ab1/view?usp=drivesdk', 'https://drive.google.com/file/d/1MhIu0yw1QADwnLt_ne97WF9sGtlioKOq/view?usp=drivesdk']",When Ursula's grandmother greeted Adolf Hitler as a Nazi party member,"A photo of Ursula von der Leyen's grandmother with Adolf Hitler is going viral on social media.

The grandfather of the Chairman of the European Commission was SS General Karl Albrecht Oberg. In September 1941, Karl Oberg was appointed ""Chief of the SS and Police"" (SSPf) in...",19-03-2024,PRONEWS,[],[],[],Negative,Descriptive,The article reflects on the historical connection of Ursula von der Leyen's family with Adolf Hitler and examines the implications of such associations in contemporary discussions about leadership and politics.
473,"['https://drive.google.com/file/d/13LLRULeAK-nEqotysO0bva5v5vuX8Zxn/view?usp=drivesdk', 'https://drive.google.com/file/d/1_kOnaVfVrY-ZDPXEeZ1FpMJdgZRzsjvr/view?usp=drivesdk', 'https://drive.google.com/file/d/1lGSa3hBqgK6j1_HOlR6dnvruMehexonn/view?usp=drivesdk', 'https://drive.google.com/file/d/11tW-TSwQI9ZTj1J1weXGHEYKDeF5ZYcU/view?usp=drivesdk', 'https://drive.google.com/file/d/1Am-vKFe8uve2FffI7PjZc2e0ma0pifOy/view?usp=drivesdk', 'https://drive.google.com/file/d/1r9V0GTA3_aXnqy2UMTI7ssXnLuCcUYRG/view?usp=drivesdk']",Dublin: Woke Ideology and Gay Marriage; The Irish Population with a 75% Approval Rate in the Referendum,"A few weeks ago, the political personnel of this country legitimized gay marriage and adoption rights for same-sex couples, as a neglected child is treated when it is claimed that it must be nurtured and developed as is right.",00-10-2023,Clockwork Orange,['Unknown'],"['Dublin', 'Woke Ideology', 'Gay Marriage', 'Irish Referendum']","['Related Article 1', 'Related Article 2']",Negative,Critical,"The article criticizes the adoption of woke ideologies and the approval of gay marriage in Ireland, indicating a negative view on the societal shifts represented by these policies."
88,"['https://drive.google.com/file/d/1-ZPKC6sY86X38Jud7mU81LhBWqSEiMUd/view?usp=drivesdk', 'https://drive.google.com/file/d/1jmmva91h-v2vWi57FlhqXHnRnkpseQ3Z/view?usp=drivesdk', 'https://drive.google.com/file/d/1pqL62O6nZiT0dgQ4ty0nvFOxr5cOe5RV/view?usp=drivesdk']","Summit for Ukraine in Tirana, Zelensky Gives First Message from Albania",,28-02-2024,Pamfleti,['Pamfleti'],[],[],Neutral,Informative,"The article discusses a recent summit concerning Ukraine, highlighting messages from Zelensky directed at Albania."
214,"['https://drive.google.com/file/d/1MIoRN8AzOdryrFhm4EqQa0MbU_lkuh8w/view?usp=drivesdk', 'https://drive.google.com/file/d/1dbqASkV9M_AGYqvz3iWhbX7ISpPb7jb_/view?usp=drivesdk', 'https://drive.google.com/file/d/17Bisw20mO6IerkRg9toztQnDGx_MnryT/view?usp=drivesdk', 'https://drive.google.com/file/d/10F2_g-4odC-LIg7Gqb7gmgQR9A95svpI/view?usp=drivesdk', 'https://drive.google.com/file/d/1k55xciymebiCSpxLY6amTwU6wWDhR0R8/view?usp=drivesdk', 'https://drive.google.com/file/d/1aEzOJ8IyS02EqOQomg8nqVNb2KmZn8tN/view?usp=drivesdk', 'https://drive.google.com/file/d/1D2nC0kqlx3XJrlW-z4Lu7LAPqN78HaNN/view?usp=drivesdk', 'https://drive.google.com/file/d/1Y6W4-KCLs8gLXlcn6dduWAySINrfMHud/view?usp=drivesdk', 'https://drive.google.com/file/d/1oXOpicvbesNpjpFJao7-03HMp8U-GtMT/view?usp=drivesdk', 'https://drive.google.com/file/d/1tP97LX7ZLp62mo2ZIYr2nqrdPlpuXsrU/view?usp=drivesdk', 'https://drive.google.com/file/d/1f9hBdQ36ZxeuPkUvJv0oHZb9fwJVQZzo/view?usp=drivesdk']",The first French soldiers sent by E. Macron were shot in Odessa,"""In the area bordering Romania-Ukraine, increased activity of NATO aviation is recorded. This is attributed to the emergence of doubts about the capabilities and capabilities of strikes against the northeastern Ukraine.""",16-03-2024,Pronews,[],"['French Soldiers', 'Odessa', 'NATO', 'Ukraine-Romania Border', 'Military Activity']",[],Negative,Alarmist,The article conveys a critical view of NATO's military engagements and highlights the perilous conditions faced by French soldiers deployed in Ukraine.
548,"['https://drive.google.com/file/d/1Q6BmYsaCZ1cSyoLZYdDLPZUb-oJ3n1YQ/view?usp=drivesdk', 'https://drive.google.com/file/d/1cZTztEbQKiLrohWNx8FTeNWa3l1JoW18/view?usp=drivesdk', 'https://drive.google.com/file/d/1f3AHWFrL0YVDmAVn_kOvuUVfZVrg174Q/view?usp=drivesdk', 'https://drive.google.com/file/d/1WYTUVjmP05mYjZoh-1Rpf38fHPaoDBZJ/view?usp=drivesdk', 'https://drive.google.com/file/d/1tv3T9MZa4I38BDxxHGvM-FCJrZGiSNQs/view?usp=drivesdk', 'https://drive.google.com/file/d/1bE2vNxzRxpgpncJtfboTCx5c_DawoYjS/view?usp=drivesdk', 'https://drive.google.com/file/d/1FdUgw5x6tS2GhGZdLq2dRg4p6i3UxQRX/view?usp=drivesdk', 'https://drive.google.com/file/d/1py72DvGzo60DIs8vdZLzp0pnAyvvOupv/view?usp=drivesdk', 'https://drive.google.com/file/d/1rh3nSndCMZfhBW1MVPyAHRQqrbs4-uWN/view?usp=drivesdk', 'https://drive.google.com/file/d/10wqArgomQBDfWjxskc5dEmeKlKAHfqRd/view?usp=drivesdk', 'https://drive.google.com/file/d/1DDAGR7UGOC48bQoPOE8QeLPqu-D4OvTx/view?usp=drivesdk', 'https://drive.google.com/file/d/1RdcmYgKDTVCbLZyG4Rwm6lvY4pXJRxbV/view?usp=drivesdk', 'https://drive.google.com/file/d/1y5z8pfrVg7REW289tifBtJsNVCU50YIz/view?usp=drivesdk', 'https://drive.google.com/file/d/1qLmFofQy9IGnd0D_yl7vcRkiaOVOipjG/view?usp=drivesdk']",Israelis set traps in the shape of canned food for starving Palestinians,"Israeli airstrikes dropped cans in Gaza that exploded like ""food for the starving Palestinians,"" reports Quds News Network. According to local media, the cans were scattered over Al Mawasi, a camp in southern Gaza. This place has previously been referred to by Israelis as a ""humanitarian zone"". 

Reportedly, two children, a man, and a woman were killed immediately after opening the fake cans.

In a video shared on X, strange cans that Israel sent to itself contained little microphones for listening, and many noticed their unusual skin colors - black and gray - non-characteristic for canned food.",13-10-2023,Slobodna Dalmacija,[],"['Israel', 'Palestinians', 'Gaza', 'airstrikes', 'canned food', 'humanitarian']",[],Negative,Descriptive,"The article conveys a critical perspective regarding Israeli actions in Gaza, portraying them as deceptive and harmful towards Palestinians."
231,"['https://drive.google.com/file/d/1F1C0YfKjH1Y00oiktOF6LvKaRJAlguKX/view?usp=drivesdk', 'https://drive.google.com/file/d/150rnyTHWuTBgsY555HYnZiqs-lyKcf4X/view?usp=drivesdk', 'https://drive.google.com/file/d/1iB6lNdWn3Ex_OIH2CUL_elO4N8Fji9rP/view?usp=drivesdk', 'https://drive.google.com/file/d/1hPvSzulVhcrR1RF5BvcKwTAnEUzgu1al/view?usp=drivesdk']",More than a selection - Here is Ukraine's new recruitment method,"On March 26, in Lozovaya, Kharkov region, the head of the local military registration and enlistment office presented awards to wives who surrendered their husbands to the military.",02-04-2024,Pesti Srácok,['Kertész Dávid'],"['Orosz-Ukrán Háború', 'Harkov', 'Millitary Recruitment']","['The significance of military enlistment during the Ukraine conflict', ""Recent developments in Ukraine's military strategy""]",Neutral,Informative,"The article discusses the Ukrainian military's strategy of involving spouses in the recruitment process, reflecting a shift in traditional enrollment methods amid ongoing conflict."
