Folder_Number,Image_Links,Headline,Article_Text,Published_Date,Publishing_Agency_Name,Author_Names,Keywords_Tags,Related_Article_Links,Sentiment,Tone,Narrative
562,"['https://drive.google.com/file/d/1HCWa2x7VhbHUgbBDleSXfttl_27mcjFB/view?usp=drivesdk', 'https://drive.google.com/file/d/1JXCmGf52l7tEMXDgJxsfj_Emg7E90G1Q/view?usp=drivesdk', 'https://drive.google.com/file/d/1lAOgEn-qKdEgPYqKNS8dMyMOqIvfRT5J/view?usp=drivesdk', 'https://drive.google.com/file/d/1KDv5hHdZ8tN0TrMitPBa368FnyM6Wzyl/view?usp=drivesdk', 'https://drive.google.com/file/d/18Zqls5GAOU0zWJzRZGguCjdfy8c3besz/view?usp=drivesdk', 'https://drive.google.com/file/d/1SK95GQJKXloLOWxY5HKYG2xhWBKoHP6R/view?usp=drivesdk', 'https://drive.google.com/file/d/1OF7YPtS6J9mw8kg0MiB9ULuIsfTs8RPY/view?usp=drivesdk', 'https://drive.google.com/file/d/1QO21IzSZy49D7yNzDE6VWsFeENJspxkt/view?usp=drivesdk']",Houthis struck American ship after threatening 'strong and effective response',"During the time, the Iranian foreign minister once again rejected the accusations that his country was directly involved in the attack. “Resistance forces in the region, including Yemen, act independently and within the framework of their own interests,” said the minister in a report, IRNA.",15-01-2024,7 Dnevno,['M.K.'],"['Houthi', 'Iran', 'American ship', 'response', 'attack']","['Houthi rebels launch missile attack', 'US response to Houthi threats', 'Tensions in the Gulf region escalate']",Negative,Confrontational,"The article conveys a narrative emphasizing the ongoing tensions and confrontational tactics between Houthi forces and U.S. interests, suggesting a complex geopolitical struggle involving Iran."
586,"['https://drive.google.com/file/d/1j8Q8ia7fKPvwnhC93QdM4yxTD2idmLxI/view?usp=drivesdk', 'https://drive.google.com/file/d/124heljC9AqQ5wM8JwYOSQajv4fmZ63hI/view?usp=drivesdk', 'https://drive.google.com/file/d/1ogmrhWl6ODB0G9p9EuH5vm21oIfQcsdw/view?usp=drivesdk', 'https://drive.google.com/file/d/1ZcEV_sKjWu8YkMCJuc7Mb_Tv6XR7z0QL/view?usp=drivesdk', 'https://drive.google.com/file/d/1CzpXM2OcVxfo10WJ7FA4zOaQOx_1Q0-Q/view?usp=drivesdk', 'https://drive.google.com/file/d/1_PhOQE9BPibr5TMAhzUn_cGdOXLygk7o/view?usp=drivesdk', 'https://drive.google.com/file/d/1M-lWjLUuHy6wp3oe79RTiNq8i51oQNic/view?usp=drivesdk', 'https://drive.google.com/file/d/1H-1Gbt2DeG_AY-H4hhfJOrvebaBki0PT/view?usp=drivesdk', 'https://drive.google.com/file/d/1pte6QbW_xURlXHhomKHYzE8cNiMG2w73/view?usp=drivesdk', 'https://drive.google.com/file/d/1oxFhnHOmRDjW5QF55osGu-HDSudMBNZ4/view?usp=drivesdk', 'https://drive.google.com/file/d/1QgmIY7Aildlew1ycAyqmRzV2l632AecF/view?usp=drivesdk', 'https://drive.google.com/file/d/1WubAJAfKjDGo3RKYa9jhPWOEpEqBJfTZ/view?usp=drivesdk']",What is the rain of the clouds that caused the floods;,"The flood was chosen from the worst floods of many years, which the conditions were behind the heavy flooding. How likely was the situation in the region due to heavy floods?

The situation in the area and who were the reasons behind the heavy floods;",18-04-2024,Ethnos,[],[],[],Neutral,Descriptive,"The article provides an analysis of the recent floods, discussing the climatic conditions that may have contributed to the disaster."
548,"['https://drive.google.com/file/d/1IBWoiRBqeeK0ihfxJGaOtX2ibwOtpCPw/view?usp=drivesdk', 'https://drive.google.com/file/d/1PYRdXxdq1N0wGajnItCiKBNSPwHu2TWn/view?usp=drivesdk', 'https://drive.google.com/file/d/1ps31w8tG0eEJm2uZQlo1rjMNGemJkgqy/view?usp=drivesdk', 'https://drive.google.com/file/d/1gXMxHCaFn_S0S-qSJfTKPgX-TbRvPMiA/view?usp=drivesdk', 'https://drive.google.com/file/d/1HUU6MA6TAZxN6_pq78ju8ZP9UQowT_Xa/view?usp=drivesdk', 'https://drive.google.com/file/d/1mwcSTGKMhFe3HyTGzJsIvySIAdNIAVUc/view?usp=drivesdk', 'https://drive.google.com/file/d/1soH7s_K_uwfL6zdj7anhX7aaYrT199Nx/view?usp=drivesdk', 'https://drive.google.com/file/d/160RlNgCJCOCiuxgiazm48CW0JvrKbH0w/view?usp=drivesdk', 'https://drive.google.com/file/d/1CO1G-D-pt-k85QzAykp6sT_0vRzYoMre/view?usp=drivesdk', 'https://drive.google.com/file/d/1p3-Og7FOYQIi6rVcg0fqUGrFx5SY_mK_/view?usp=drivesdk', 'https://drive.google.com/file/d/1ZxUrL25Wk0519F8AB_6q00JpjD8DTV3L/view?usp=drivesdk', 'https://drive.google.com/file/d/1JpCShANU_0bzGSoHIrIPlKAJcEl5yedA/view?usp=drivesdk', 'https://drive.google.com/file/d/1Y9gUST00s3jhAiT_Pe3vUaDXYa8Y05R6/view?usp=drivesdk', 'https://drive.google.com/file/d/14_F7IbhlUbhMqnP3ocVA7YA10c90Hv8v/view?usp=drivesdk', 'https://drive.google.com/file/d/18UAwpBtHyUc0Owmes5ztx-dwl0c8Vd3R/view?usp=drivesdk', 'https://drive.google.com/file/d/1J_M32th8WIJqZaebZFsyk4XhD9Zj9DvY/view?usp=drivesdk']",Israelis Set Traps for Palestinians in the Form of Canned Food,"Cans filled with explosives were spread over Al Mawasi, a camp in southern Gaza. This location has been referred to by Israelis as a ""humanitarian zone."" Allegedly, two children, a man, and a woman were killed after opening these fake cans. Footage shared on social media days before the incident showed the strange cans sent by Israel, which had food inside them but also had bugs noticed by many – black and white flies characteristic of canned food.",05-10-2023,Slobodna Dalmacija,['Hani Bseiso'],"['Israel', 'Palestinians', 'Canned Food', 'Explosives', 'Gaza']","[""Israel's Humanitarian Zones: A Closer Look"", 'Civilians Affected by Recent Conflicts']",Negative,Descriptive,"The article conveys a negative narrative regarding Israeli actions towards Palestinians, portraying them as manipulative and deadly, particularly in the context of recent events involving fake humanitarian aids."
214,"['https://drive.google.com/file/d/17O5HIiKcYFOn8NSyuKUFjpUewxghBJdm/view?usp=drivesdk', 'https://drive.google.com/file/d/12kwufrwS4d5lRWSokAwgICLlH-osdrnL/view?usp=drivesdk', 'https://drive.google.com/file/d/1d0E8PRPNM6udrs_dF2jTG8EE1MRfqxcT/view?usp=drivesdk', 'https://drive.google.com/file/d/1Vu__fWWpFKNG4lVR1HoiEj31BtjxuVW6/view?usp=drivesdk', 'https://drive.google.com/file/d/1jCoDdoQ-Mjm-OC2xBU7i_vEeSQqoCBKr/view?usp=drivesdk', 'https://drive.google.com/file/d/1-LaWzUW0vmCQbuUXKRTkvbxR7ZZGTBVX/view?usp=drivesdk', 'https://drive.google.com/file/d/1uj-26bKgAH52TJhSVmMxMAfA_zzWo6O1/view?usp=drivesdk']",French troops hit by Russian bombing in Odessa,"The first French military personnel sent by Emmanuel Macron to Odessa have lost their lives in the Russian bombing. Specifically, ""in the region of the Romania-Ukraine border, increased activity of NATO air operations is recorded. This is due to the escalating tensions against the backdrop of the NATO airbase in southern Ukraine.""",16-03-2024,PRONEWS,"['A. Gostishchev', 'S. Tetyukhin', 'D. Abramenko']","['Russia', 'France', 'Ukraine', 'NATO', 'Odessa']","['Increase in NATO Air Activity in the Region', 'Details on French Military Deployment']",Negative,Descriptive,"The article conveys a critical stance on the situation of foreign military involvement in the ongoing conflict, particularly emphasizing the loss of French lives due to Russian actions."
557,"['https://drive.google.com/file/d/1klPqRfudgMBLEfDZIAQVUdZisRXfVgLx/view?usp=drivesdk', 'https://drive.google.com/file/d/1toeBbwGvL68DxKK1tC80C25FTr82RTNq/view?usp=drivesdk', 'https://drive.google.com/file/d/1D48UWW42YEpnP-2n0DRx8quKdOLeNjDo/view?usp=drivesdk', 'https://drive.google.com/file/d/1rhXs_EiOMDslpQuid4BI64RVSTi0FZ8o/view?usp=drivesdk', 'https://drive.google.com/file/d/1VaqhbJopoGXEOpToiUcHJ2uqXo3kF1gi/view?usp=drivesdk', 'https://drive.google.com/file/d/1ioqZMBRvMwjBtpWyQkJ9FzBmGKZMM3MM/view?usp=drivesdk', 'https://drive.google.com/file/d/1_KizgN-C7hqsD5q4fAfxBdd3Yu5QciUv/view?usp=drivesdk', 'https://drive.google.com/file/d/1XcoL9dIdyxBo8prObZK43upONLOOQQUL/view?usp=drivesdk']",CORRECTION: EU does not prohibit white goods,"This practically means a gradual ban on the market for appliances that contain superpowerful greenhouse gases, with a cessation of servicing such devices until the full ban is in place by 2050. However, it was written in the published text that the decision needs to be approved if desired, and if approved, it will need to be formally published in the Official Journal of the EU before it comes into force. 

Mondo reported in the notable text that it will be forbidden to prohibit white goods, but it is not accurate, as even a complete ban on F-gases will not lead to a ban on white goods being destroyed, as there are different alternatives that do not destroy the ozone layer.",09-10-2023,MONDO,[],"['EU', 'appliances', 'regulation']",[],Negative,Informative,"The article clarifies misconceptions regarding EU regulations on appliances, emphasizing that while some gases will be banned, it won't result in a complete prohibition of white goods."
567,"['https://drive.google.com/file/d/1bdu83fox9N-daFJYZuPE8imKt_LuUnsx/view?usp=drivesdk', 'https://drive.google.com/file/d/1EHEQVWGperX8if8NkInONpajjcbZeKCu/view?usp=drivesdk', 'https://drive.google.com/file/d/1bVEdeHa7xMr-f-HocPci8rj3euTrNB4t/view?usp=drivesdk', 'https://drive.google.com/file/d/1bZ6bHxowBrOc-plQBYjSVvgvYiTGAA96/view?usp=drivesdk']","Borelj: At this moment, the agreement between Russia and Ukraine would be a mistake","Josep Borelj stated that any agreement between Russia and Ukraine at this moment would be a serious mistake, emphasizing that now is not the time for negotiations but for solidifying Ukraine's position in the conflict. He reiterated the importance of European support for Ukraine in these challenging times. The EU must stand firmly against aggression and ensure that Ukraine is able to reclaim its territories. Borejl's comments come amid ongoing discussions in international forums regarding the future of Ukraine and the role of the EU in the conflict.",30-01-2024,Informer,['Autor: Informer'],"['Ukraine', 'Russia', 'EU', 'Borelj', 'negotiations']","[""EU's stance on Ukraine"", ""Borelj's recent statements on Russia"", 'Impact of the Ukraine conflict on EU relations']",Negative,Alarmist,"The article conveys a strong anti-agreement rhetoric suggesting that any compromise with Russia would undermine Ukraine's efforts and stability, urging continuous European support against Russian aggression."
723,"['https://drive.google.com/file/d/1jEGZB8hh7p9acqA_mAymb-RDbAYLbxCp/view?usp=drivesdk', 'https://drive.google.com/file/d/1l0ruiGjtbAZeYh1c0MseDGaTdy9C-Isa/view?usp=drivesdk', 'https://drive.google.com/file/d/1Ln8vwzI5_3N_NAWEE1AXhMZukBaZfpzD/view?usp=drivesdk', 'https://drive.google.com/file/d/1kE6m1C_5p3aIxpEus0LcKIj2H4p6ExlK/view?usp=drivesdk', 'https://drive.google.com/file/d/1b-vpF4TXkaWXKs3JvlwSIwe_uNU6Gwky/view?usp=drivesdk', 'https://drive.google.com/file/d/1w31RUz6gx8x5J6kN0NKMOmU1w2Qg8vaE/view?usp=drivesdk', 'https://drive.google.com/file/d/1yBg_cXJbf57jMqSwLBas3RTqE-BMwc4U/view?usp=drivesdk']","The first 100 French soldiers of the 3rd Mechanized Regiment have arrived in Ukraine! - Another 1,400 follow","The first troops in Ukraine seem to be what France is sending as reported by media. As mentioned, the French soldiers are providing assistance from the 3rd Mechanized Regiment, which is a key aspect of the Foreign Legion. As France indicates, the military force has been developing support for the Ukrainian resistance, particularly at the Sava region.",05-05-2024,PRONEWS,[],"['Ukraine', 'France', 'Military', 'Foreign Legion', '3rd Mechanized Regiment']",[],Neutral,Informative,"The article reports on France's military support to Ukraine, emphasizing the involvement of French troops within the Foreign Legion."
513,"['https://drive.google.com/file/d/1myer79uf5m6p_0cStR3CXctVKHFGRWd7/view?usp=drivesdk', 'https://drive.google.com/file/d/1uCKz8pDTRkFUE5_MkWCgkHHZjwVRNWxE/view?usp=drivesdk', 'https://drive.google.com/file/d/1Jawbed4Vw7gPC6UxAHyuZBdmyxCiYjwW/view?usp=drivesdk', 'https://drive.google.com/file/d/17hI9YTcvwChmcfiXxp4YFCyzRAzVPg0U/view?usp=drivesdk', 'https://drive.google.com/file/d/1-YqKKFMXqw_TxVfFwOtYnUABHGenFYBR/view?usp=drivesdk', 'https://drive.google.com/file/d/1FGkYlW4PS4KucU8arO3OImPK4JxDkqnH/view?usp=drivesdk', 'https://drive.google.com/file/d/1i_ERc_PjaOk1GXu2xBaHVbu5rpn518l_/view?usp=drivesdk', 'https://drive.google.com/file/d/113-Uwrz_xOI1PxHAz-7cO9jKp2YwyJKf/view?usp=drivesdk', 'https://drive.google.com/file/d/1sxkDy_3V1fptieiJQJtrAWbO1wBxhfVF/view?usp=drivesdk']",Migrants have discovered a new illegal and violent way to enter the EU from BiH: A full van and gas at the border,"The border police of Bosnia and Herzegovina have been struggling for quite some time with the problem of illegal crossings of migrants and attempts to smuggle them. However, the problem escalated this year, as Klix.ba learned, regarding the violent attempts to cross the border using motor vehicles. From the Border Police of BiH, they confirmed to Klix.ba that since the beginning of 2024, more than 1,600 people have been caught in illegal crossings or attempts to illegally cross state borders.",21-02-2024,Klix.ba,['S. Š.'],"['Migrants', 'Border Security', 'BiH', 'EU', 'Illegal Crossings']",[],Negative,Descriptive,"The article focuses on the challenges faced by Bosnia and Herzegovina regarding illegal migration and the violent methods used by migrants to attempt entry into the EU, highlighting an escalating security issue."
667,"['https://drive.google.com/file/d/14I60MYHj1NKHHSq31coPTMw7xq3DRazs/view?usp=drivesdk', 'https://drive.google.com/file/d/1AIxcyQlaGHGO6KThsKAYhfBK-OrIcHCU/view?usp=drivesdk', 'https://drive.google.com/file/d/1ZxpfTxperHGLdeWQkZpZYarMumBziWyH/view?usp=drivesdk', 'https://drive.google.com/file/d/1mQFBmbhTq3kxCKQe8gMp0AyokjP4QJ96/view?usp=drivesdk', 'https://drive.google.com/file/d/1_YJUER9UUCPiaWWt-A6nR5gzdg_k26w1/view?usp=drivesdk', 'https://drive.google.com/file/d/1dr2tIuKv_BWZkShjcVYZGFAID07wTIjO/view?usp=drivesdk', 'https://drive.google.com/file/d/1YdromUsqWwJugs8F-oI9v0FIdNTA1yvr/view?usp=drivesdk', 'https://drive.google.com/file/d/1U8rF4aHBOxFYh2saNf8ZxGBGSbBsgB2G/view?usp=drivesdk', 'https://drive.google.com/file/d/1X47vjr_kmVXFSaDHZZMlcc8oDCA0RdnF/view?usp=drivesdk', 'https://drive.google.com/file/d/1bNWm5cV7DWwn6npX9WJgpW1RSnkGwytw/view?usp=drivesdk']","Minister of Agriculture and Fisheries: ""The main objective is not to lose a cent of the CAP""","The PDR 2020 ""still has about 670 million euros to execute,"" says José Manuel Fernandes. ""The best way to defend the upcoming funds [of CAP] is to use them well.""",22-04-2024,Público,"['Teresa Silveira', 'Paulo Pimenta']","['Agriculture', 'Fisheries', 'CAP', 'EU funds', 'PDR 2020']","['Special Elections: Europe to Vote', 'Polls tell us what to expect this week']",Neutral,Informative,"The article emphasizes the importance of effectively using EU funds for agriculture and fisheries, highlighting governmental efforts to secure and manage these resources."
514,"['https://drive.google.com/file/d/1Y_pXSXp-qrpTr0saE7P5piTle5QfWqr3/view?usp=drivesdk', 'https://drive.google.com/file/d/12GJf8xaQPy6-EtxJ6CbLYws8rT9dbp8A/view?usp=drivesdk', 'https://drive.google.com/file/d/1TABXrIAZTzy5cwRWkzH6yrfM0WtkgZy9/view?usp=drivesdk', 'https://drive.google.com/file/d/17cmzEyJx-oWBR0cGFqDrtKnBY9oOJj9p/view?usp=drivesdk', 'https://drive.google.com/file/d/14cMnOfck-MICphR3Xj3QIjGSWujIP4q8/view?usp=drivesdk', 'https://drive.google.com/file/d/1zt8GH5tytigl7vdAlZ4o4McjMAKUdte8/view?usp=drivesdk', 'https://drive.google.com/file/d/1JwYMff_WIS0UYfPcS4VSHPXgJjIHCuLV/view?usp=drivesdk', 'https://drive.google.com/file/d/1aJbttyRA3QBwkevwYXGPnU7lB3jQE0OV/view?usp=drivesdk', 'https://drive.google.com/file/d/1AzF7qY3kxHaxNi18TdIDoiCxLYlsNPNH/view?usp=drivesdk', 'https://drive.google.com/file/d/1vZhrYN4YZJ45K2i4kc4E4t05U8-3WDgm/view?usp=drivesdk']",Is Iran going to attack Israel? Tehran sent a warning to Washington,"American officials have stated that Iran cannot attack American forces unless they collaborate with Israel in retaliation for the Iranian response to the attack on the Israeli consulate in Damascus two weeks ago.

Iran also stated that it holds the government of Washington responsible for the Israeli attack, which killed seven members of the Iranian Revolutionary Guard, including a general, mainly in the Syrian capital, regardless of American actions that try to distance themselves from that attack.

Portal Axios reported on Friday, citing American officials, that Tehran has warned Arab countries that it will target American bases in the region if Washington intervenes following any Iranian attack on Israel, as retaliation for the attack on the Iranian consulate in Damascus two weeks ago.

Israeli media report that they will include Iranian attacks on their locations in Iran, but are prepared to face every possible attack. They also stress that if Iran strikes, “we have prior warning, allowing for preparation and preemptive action.”

These statements come as the world is waiting for an Iranian response to an Israeli attack on the consulate in Damascus, amid international investigations into Iran’s possible escalation of conflicts in the region.",13-04-2024,Fokus.ba,['Fena'],"['Iran', 'Israel', 'Washington', 'Warning', 'Tensions']","['Does Iran target Israel?', 'Tehran sent a warning to Washington']",Negative,Alarmist,"The article conveys a narrative of escalating tensions between Iran, Israel, and the U.S., with an emphasis on potential military confrontations and the implications of U.S. interventions in the region."
464,"['https://drive.google.com/file/d/1A4XoLxUlPgBnMjB1khhYP3rFAQS8qcQ4/view?usp=drivesdk', 'https://drive.google.com/file/d/1aHHLtUJRjb_inXhxhDoaMCBlELXGCBf_/view?usp=drivesdk', 'https://drive.google.com/file/d/1ieP8U1KtqJcVP6moPiESwLWocbCtKKPt/view?usp=drivesdk', 'https://drive.google.com/file/d/1ILdXcwK3QYkmJCxVwQTkLYtLW-skFBeW/view?usp=drivesdk', 'https://drive.google.com/file/d/1y5koEryaKSneAOTNfJ5Xlwe4KbhQVsj8/view?usp=drivesdk', 'https://drive.google.com/file/d/1gvEi2LJgwkoj9cStU1Yu1GOAps1M9E3_/view?usp=drivesdk']",The Government reveals that 30% of those who died from COVID were vaccinated,7.5 million people with at least one dose of the vaccine contracted coronavirus in Spain.,20-04-2024,The Objective,"['Lidia Ramírez', 'Fran Serrato']","['COVID-19', 'Vaccination', 'Spain', 'Government', 'Health']",[],Neutral,Informative,"The article discusses the proportion of COVID-19 fatalities among vaccinated individuals, presenting data from the Spanish government's health department, thereby contributing to public discourse around vaccination and health policy."
713,"['https://drive.google.com/file/d/17jK4GllWQa8CypBeUztt2Tuwmuxd08LO/view?usp=drivesdk', 'https://drive.google.com/file/d/1q6vg20RUr4XX6s27Nq_RFVa7fhJBhajt/view?usp=drivesdk', 'https://drive.google.com/file/d/1Mxh-K7-P6Zt5QZwyJ2L5H5Epe7uyS16F/view?usp=drivesdk', 'https://drive.google.com/file/d/1WqhHlTJDAJWssgnB4QkitbhNjPXC672V/view?usp=drivesdk', 'https://drive.google.com/file/d/1ORWs8NE-BDsodfy6EDIp11rwlXkhY7me/view?usp=drivesdk', 'https://drive.google.com/file/d/1Uj4VGUZb1ZZgznAZJc0m_uUrpMdCSZPC/view?usp=drivesdk', 'https://drive.google.com/file/d/1wtyfNk9vCnMNxIKgNNtABiMt6e7GUNyA/view?usp=drivesdk', 'https://drive.google.com/file/d/1Ki5iSJ7qQTneD_thYeFBOyenPcm4z6JN/view?usp=drivesdk', 'https://drive.google.com/file/d/1axQrDo66kFUawxnthrsd_aqr2VXzzuX8/view?usp=drivesdk', 'https://drive.google.com/file/d/1IroC_DItkydCNR-hk2--mTT7Otbc5ih7/view?usp=drivesdk', 'https://drive.google.com/file/d/1haxYhRRUFmNqT4yBYB2BJZvvNOCFDbD9/view?usp=drivesdk']",France sends troops to Ukraine: Russian report,"The initial group of French troops is reported to number around 100 out of around 1,500 French Foreign Legion soldiers scheduled to arrive in Ukraine. 

Posting these troops directly in a hot combat area would be intended to help the Ukrainian military in its efforts against Russian forces. Furthermore, the deployment of Foreign Legionnaires to the front lines raises questions about the intersection of foreign military policies in Europe.

French President Macron has been active in pushing for a greater European response to the ongoing war in Ukraine, raising questions about the implications of such a move for not only the surrounding countries but also for NATO and its relations with Russia. The overall response from Russia is uncertain, prompting discussions around NATO’s role and the potential consequences of increasing military presence in Ukraine.  Overall, France's decision signals a shift in the geopolitical landscape, as European states increasingly become involved in the conflict at a military level.",04-05-2024,Asia Times,['Stephen Bryen'],"['France', 'Ukraine', 'Military', 'Foreign Legion', 'NATO', 'Russia', 'Macron']","[""Russia's Pravda on military bloggers and foreign intervention"", 'The impact of Foreign Legion deployment on European security']",Neutral,Informative,"The article discusses France's decision to send troops to Ukraine, highlighting both the implications of this military move and its potential consequences for European security in relation to NATO and Russia."
473,"['https://drive.google.com/file/d/14c7nffQAuw8myI_TroZgeXGA0Y4hleD0/view?usp=drivesdk', 'https://drive.google.com/file/d/1AbpdDaSli-324bhL_kh10vD0n5eWkgo9/view?usp=drivesdk', 'https://drive.google.com/file/d/1JElNYRyRBzJmcc7A0vxnOrSjeOOtX166/view?usp=drivesdk', 'https://drive.google.com/file/d/195aRrPMccBjRAr_foUvfIIs7MavM-pze/view?usp=drivesdk', 'https://drive.google.com/file/d/115wKiNx2mI3BN5LG_CyEjbgad5BZNuAF/view?usp=drivesdk', 'https://drive.google.com/file/d/1gCU_r3MsmrYnnQySL396P5XBdzDRCMei/view?usp=drivesdk', 'https://drive.google.com/file/d/1QwG1wTBxmoipFqKh60Y1CZvP2OuOSjsN/view?usp=drivesdk', 'https://drive.google.com/file/d/183d7dF4wj-x8HRr7vxPeJehJ2M_FnJ6q/view?usp=drivesdk', 'https://drive.google.com/file/d/17JnJPWCvEaggcyol2ZYCKD9WXmfd0QTR/view?usp=drivesdk', 'https://drive.google.com/file/d/13jweOMuGFQhAFepJqGhTHu-lEmk6kg94/view?usp=drivesdk']",Dublin: Chaos over WOKE ideology and gay marriage- The Irish with a survey (75%) were in favor of the traditional family.,"In recent weeks, the Irish political landscape has seen a legal debate on gay marriage and the associated ideologies. A deteriorating view of traditional families was highlighted, as a survey showed that a vast majority believe children should grow up in a home with one mother and one father. This raises questions about preserving family structures that align with societal norms, according to the Irish Constitution which outlines the paramount importance of the family unit as defined by historical practices since 1937.",02-10-2023,clockworkorange,['Shawn Pogatel'],"['WOKE', 'Irish Family', 'Gay Marriage', 'Survey', 'Traditional Values']",['Irish voters reject calls to rewrite constitution regarding family values.'],Negative,Cautionary,"The article conveys concerns regarding the impact of progressive ideologies on traditional family structures in Ireland, with a significant portion of the population expressing a desire to maintain traditional values."
451,"['https://drive.google.com/file/d/1EvUxjPvBezBHBCekK65QRNdW0sFRXJGO/view?usp=drivesdk', 'https://drive.google.com/file/d/1YrRkOO0fdR_AfCwf4_U69U3TwAbRFgGF/view?usp=drivesdk', 'https://drive.google.com/file/d/1wD6TvE9X2iDujNQYw5EY-SJ_Psi2--Od/view?usp=drivesdk', 'https://drive.google.com/file/d/1EtgH0iRfrNrbtqzT95jd4OdJecAVdPpr/view?usp=drivesdk', 'https://drive.google.com/file/d/1txptQyj0HFI5xVZLoZtdcI-XCVuzwWly/view?usp=drivesdk', 'https://drive.google.com/file/d/15Xlpp4du1tANbyUvwNFt6uOraKMPtCus/view?usp=drivesdk', 'https://drive.google.com/file/d/17cL2ReHHjvfeMOm-7vtRm3hjyHn029vO/view?usp=drivesdk', 'https://drive.google.com/file/d/1AKqK0ZBUZg5HdB1yuMmBLvHqmZQW5nMr/view?usp=drivesdk']","Vaidas Žemaitis. Baltimore bridge, VRK and Eduardas Vaitkus (video)","The U.S. has resumed the Baltimore bridge inspection, initially referred to as the ""Francis Scott Key"" bridge, which is often large. Will Russia join this analysis?

The main election commission (VRK) has considered candidates and the presidential election program candidates put forward by Eduardas Vaitkus. Previously, there were two conditions, and it seems that this political pressure from the president’s election program did not meet the VRK's requirements. Why was the VRK forced to push Eduardas Vaitkus's program?",27-03-2024,bukimevieningi.lt,['Vaidas Žemaitis'],"['Baltimore', 'VRK', 'Eduardas Vaitkus', 'elections', 'Russia']","[""VRK decided to publish Eduardas Vaitkus's candidacy program"", 'Court will discuss the VRK decision regarding the candidate to the presidential elections', 'Eduardas Vaitkus regarding ""Swedbank"" advisors and the Swedish ambassador']",Negative,Descriptive,"The article conveys a critical perspective regarding the electoral process and the pressures surrounding the inclusion of candidates in the presidential elections, questioning the integrity of the process."
527,"['https://drive.google.com/file/d/1-swwAykdyylc1iA1t91RgCkTwa91nGFz/view?usp=drivesdk', 'https://drive.google.com/file/d/11HsR8xYTFPyfkhCjlu5gJaORQAkU9Bkx/view?usp=drivesdk', 'https://drive.google.com/file/d/1AutMLWBcVsV7aToWHDkBOmKyy9jJjbiL/view?usp=drivesdk', 'https://drive.google.com/file/d/1FFZwY9aMDa392_6srbthUq4QE1W0-vM1/view?usp=drivesdk']",CORRECTION: The viral photograph of the fifteen-year-old Macron and Brigitte is a montage,"We correct the original inaccurate version of the text that stated a viral photograph circulated on social networks shows fifteen-year-old Macron and Brigitte. In fact, the original photograph, which was circulating on social networks, features French President Emmanuel Macron beside his current wife, Brigitte Macron, when he was a teenager. The viral photograph is actually a montage derived from two frames in a documentary film ""Emmanuel Macron, La stratégie du météore"" (Emmanuel Macron, Meteor Strategy). Through this correction, we reaffirm the claims made in the original text.",04-03-2024,Žena,['Viktor Veličković'],"['Emmanuel Macron', 'Brigitte Macron', 'photo montage', 'viral news']",[],Negative,Cautionary,"The article aims to clarify misinformation regarding a viral photograph of Emmanuel Macron as a teenager with Brigitte, reaffirming that it is a manipulated image meant to address fake news surrounding the couple's past."
470,"['https://drive.google.com/file/d/1XOQaNIYFx-IySkyY1yiFIxvfdiD_4N8V/view?usp=drivesdk', 'https://drive.google.com/file/d/1b6x7PmK1WlVCLgaQzbKMJcd3d0TzqsKT/view?usp=drivesdk', 'https://drive.google.com/file/d/17oIbulr4r5o4nVv_LwGxup9QxlO1_Ddf/view?usp=drivesdk', 'https://drive.google.com/file/d/1sGu-ETk6upJaxkZ8JjqSfgHnfNW456va/view?usp=drivesdk', 'https://drive.google.com/file/d/1cSfkY4iMggigbqpfkI41ekMsDZjvJuDd/view?usp=drivesdk']","Alejandro Fernández: ""Exigirem a Illa fets i no paraules del trencament amb els independentistes""","The candidate of the PP, Alejandro Fernández, has conditioned his support for an eventual investiture of Salvador Illa to prove that the socialist party gives evidence of its commitment to the independentist formations. In an interview with 'Aquí Catalunya', he assured that ""it is not easy"" that they would end up supporting the candidate of the socialists, and that ""the first thing we demand from Illa is evidence, and not words, of the rupture with the independentist parties here and in Madrid"".

In fact, Fernández has rebuffed the reply regarding the investiture of Jaume Collboni, as he considers that the mayor has ""broken the agreement"" by ""having left the separatist pact"", in reference to the agreements reached with Esquerra Republicana for significant budgets. ""If we give them the PSC, then continue governing with ERC or Junts, it will not serve us,"" affirmed the candidate of the popular party.",18-04-2024,Cadena SER,['Redacció SER Catalunya'],"['Politics', 'Elections', 'Catalonia', 'PP', 'Independentists']","['""L\'estratègia de Sánchez ha sigut ressuscitar Puigdemont""']",Neutral,Descriptive,"The article discusses Alejandro Fernández's conditional support for Salvador Illa's investiture, demanding tangible evidence against summoning the independentist parties. It reflects skepticism towards the PSOE's commitments and emphasizes the importance of action over words."
