Folder_Number,Image_Link,Ad_Name,Product,Company,Ad_Description,Ad_Placement
G47,https://drive.google.com/file/d/1n_yd0WATdDej4EDjToxK7FRH4WXGLcLH/view?usp=drivesdk,Authoritarian Terror by Ben Shapiro,Book by Ben Shapiro,LMV,A bestseller about the threats posed by the authoritarian left to American freedom.,right sidebar of the website
G47,https://drive.google.com/file/d/1p58NvnjMZG0dq9Ct1yt7m_pJGXTYRltw/view?usp=drivesdk,The Authoritarian Terror,Book,Ben Shapiro,A book by Ben Shapiro discussing issues related to freedom and authoritarianism in America.,Right sidebar
G47,https://drive.google.com/file/d/1ssE5FabSVMdy1lTAWJLwDZsU-BSI7Gtf/view?usp=drivesdk,Light In The Box,Fashion Clothing,Light In The Box,UP TO 70% OFF on fashion clothing,Sidebar
G47,https://drive.google.com/file/d/1bEuEPr7OyDtWJeH633muk_YUEJx0nAr4/view?usp=drivesdk,RADISSON HOTELS,Hotel accommodations,Radisson Hotels,Enjoy a family vacation in Gran Canaria with Radisson Hotels.,Bottom section of the page
G47,https://drive.google.com/file/d/1tLA_Z2Kdbs1ytXqMD9znvajbxXCOXXkD/view?usp=drivesdk,Virtue Yachts,Boat,Virtue Yachts,Design center console boat,Banner
G47,https://drive.google.com/file/d/1tLA_Z2Kdbs1ytXqMD9znvajbxXCOXXkD/view?usp=drivesdk,Radisson Hotels,Hotel Booking,Radisson,Radisson Hotels - Book your stay,Bottom Banner
G47,https://drive.google.com/file/d/1zC36TFoboqzOy_wAIhKGbnIjNqwVBKz9/view?usp=drivesdk,Radisson Hotel Deals,Hotel Accommodation,Radisson,Special reservations and deals for hotels across locations.,bottom section
G47,https://drive.google.com/file/d/1ljkFkvDCC6XZP8WO4rwMuH2BiUdvD70t/view?usp=drivesdk,Hotel de Lujo en Rioja Alavesa,Luxury Hotel,Palacio de Samaniego,The Palacio de Samaniego is an authentic and intimate destination in a magical village.,"middle section, banner"
G47,https://drive.google.com/file/d/1ljkFkvDCC6XZP8WO4rwMuH2BiUdvD70t/view?usp=drivesdk,Radisson Hotels Gran Canaria,Hotel Booking,Radisson Hotels,"Enjoy sun, beach, and mountain views at Radisson Hotels in Gran Canaria.","bottom section, banner"
G47,https://drive.google.com/file/d/1FLdus5kzO3pVH9YLyoBPvj9Sxc37Y5s2/view?usp=drivesdk,Max Otte Fonds,Investment Fund,Max Otte,Investment fund offering management by renowned fund manager.,Bottom section
G47,https://drive.google.com/file/d/1FLdus5kzO3pVH9YLyoBPvj9Sxc37Y5s2/view?usp=drivesdk,Radisson Hotels Gran Canaria,Hotel Booking,Radisson Hotels,Book your stay at Radisson Hotels in Gran Canaria with exclusive offers.,Bottom section
G47,https://drive.google.com/file/d/15DM_plaUCOu7faxsU9YDLQFIItjfGIxz/view?usp=drivesdk,Max Otte Fonds,Investment Funds,Max Otte Fonds,Outstanding performance since the beginning of the year: Our funds outperformed S&P 500 and MSCI World.,Top section of the page
G47,https://drive.google.com/file/d/15DM_plaUCOu7faxsU9YDLQFIItjfGIxz/view?usp=drivesdk,QUADIS Motorsol Volkswagen,Car Sales,QUADIS Motorsol,Concessionaire for Audi Motorsol.,Bottom section of the page
G47,https://drive.google.com/file/d/1masP4YtduKtDoYjRI1_xlZp2wBiH5NH8/view?usp=drivesdk,Max Otte Fonds,Investment Funds,Max Otte Fonds,Outstanding performance since the beginning of the year: Our funds outperform S&P500 & MSCI World.,"Main section, left side"
G47,https://drive.google.com/file/d/1fOrUewr0QffdWd5u41Nl6fY2sIWKtNyZ/view?usp=drivesdk,QUADIS Motorsol Volkswagen,Volkswagen vehicles,QUADIS,A promotional advertisement for Volkswagen vehicles.,bottom section of the website
G47,https://drive.google.com/file/d/1fOrUewr0QffdWd5u41Nl6fY2sIWKtNyZ/view?usp=drivesdk,SE BUSCAN,Casting Call,Hearclear,A casting call looking for 300 people to do a free audition test.,sidebar
G47,https://drive.google.com/file/d/1X3bYogH3amYiKeW6Yb7PsIjW29O9GkOZ/view?usp=drivesdk,QUADIS Motorsol Volkswagen,Volkswagen vehicles,QUADIS Motorsol,Audi dealership offering Volkswagen vehicles.,Bottom section
G14,https://drive.google.com/file/d/1iMXatrkUyf0nCDAmnkUtOXArye70wsNI/view?usp=drivesdk,LightInTheBox,Fashion Clothing,LightInTheBox,Shop stylish clothing with discounts of up to 70%.,Left sidebar
G14,https://drive.google.com/file/d/1iMXatrkUyf0nCDAmnkUtOXArye70wsNI/view?usp=drivesdk,LightInTheBox,Fashion Clothing,LightInTheBox,Shop stylish clothing with discounts of up to 70%.,Right sidebar
G14,https://drive.google.com/file/d/1iMXatrkUyf0nCDAmnkUtOXArye70wsNI/view?usp=drivesdk,AliExpress,Various Products,AliExpress,Shop a wide range of products on AliExpress.,Bottom
G14,https://drive.google.com/file/d/1upVePJ5cDIikpoENVEV1DhRgr4Ir1p1W/view?usp=drivesdk,Prevent WHO Pandemic Contract,Pandemic Contract Awareness,Not specified,"A call to action against the WHO pandemic contract, urging people to oppose global governance and censorship.","Top section, above headline"
G14,https://drive.google.com/file/d/1upVePJ5cDIikpoENVEV1DhRgr4Ir1p1W/view?usp=drivesdk,Civil Petition,Petition Sign-up,Not specified,"A petition encouraging visitors to sign against certain policies, emphasizing urgent participation.",Right sidebar
G14,https://drive.google.com/file/d/1lNjPAK4qLnEsdlSR-wCnqlkA9KIy-r3H/view?usp=drivesdk,"Morrione, Zimmer & Williams",Concert Ticket,Palau de la Música Catalana,"A concert featuring the music of Morricone, Zimmer & Williams.",Top section before the headline
G14,https://drive.google.com/file/d/1lNjPAK4qLnEsdlSR-wCnqlkA9KIy-r3H/view?usp=drivesdk,"Morrione, Zimmer & Williams",Concert Ticket,Palau de la Música Catalana,"A concert featuring the music of Morricone, Zimmer & Williams.",Inline advertisement
G14,https://drive.google.com/file/d/1_MEsFbeDq0b4oqvCGONEP0yHHjnKkKWo/view?usp=drivesdk,Rheinmetall,Sponsorship,Bundesliga,"Rheinmetall becomes an advertising partner for Borussia Dortmund, promoting defense manufacturing.",Sidebar
G14,https://drive.google.com/file/d/1_MEsFbeDq0b4oqvCGONEP0yHHjnKkKWo/view?usp=drivesdk,World Economic Forum,Event,World Economic Forum,Announcement for the Annual Meeting 2022.,Inline
G14,https://drive.google.com/file/d/1_MEsFbeDq0b4oqvCGONEP0yHHjnKkKWo/view?usp=drivesdk,"Morricone, Zimmer & Williams",Legal Services,Unspecified,Legal services advertisement.,Bottom
G14,https://drive.google.com/file/d/1uSMuIVqUht6w289ugGdBWJZ-JcmFGy5j/view?usp=drivesdk,Zimmer-Williams-Morricone,Concert,Exceltia,"Concert: 'The music of Morricone, Zimmer & Williams'. Palau de la Música. 5 July 20:30h",Top section before the headline
G14,https://drive.google.com/file/d/1uSMuIVqUht6w289ugGdBWJZ-JcmFGy5j/view?usp=drivesdk,AliExpress,Various products,AliExpress,Various products listed with prices,Bottom section
G14,https://drive.google.com/file/d/1uSMuIVqUht6w289ugGdBWJZ-JcmFGy5j/view?usp=drivesdk,New Minister of Economics Wanted,Political Petition,Civil Petition,Petition to demand the resignation of Habecks,Bottom section
G14,https://drive.google.com/file/d/1KnNjg-8j5wtU6cgl7HlM-BRSKT0aJ7N-/view?usp=drivesdk,Neuer Wirtschaftsminister gesucht – Habecks Rücktritt jetzt!,Political Petition,N/A,Advertisement calling for a new economic minister following Habeck's resignation.,Banner at the bottom of the page
G14,https://drive.google.com/file/d/1KnNjg-8j5wtU6cgl7HlM-BRSKT0aJ7N-/view?usp=drivesdk,PETITION JETZT UNTERZEICHNEN!,Civil Petition,N/A,Urgent call to sign a civil petition regarding current political issues.,Banner at the bottom of the page
G14,https://drive.google.com/file/d/19mNcUzLgxLgesbNIvQxiNE-cH7VXJl3m/view?usp=drivesdk,Temu Offer,Assorted Products,Temu,Save up to 90%. We offer everything you are looking for at an unequaled price.,Main section after headline
G14,https://drive.google.com/file/d/19mNcUzLgxLgesbNIvQxiNE-cH7VXJl3m/view?usp=drivesdk,Temu Compressor,Portable Compressor,Temu,Only new at €3.09 with 90% discount. Free shipping.,Main section after headline
G14,https://drive.google.com/file/d/19mNcUzLgxLgesbNIvQxiNE-cH7VXJl3m/view?usp=drivesdk,HearCBD,Hearing Aids,HearCBD,Pensioners over 60 years can opt for these new hearing aids.,Sidebar on the right
G14,https://drive.google.com/file/d/1TOoO2mNSfnhVdLJ-ZLPbS9xzSPF5elv_/view?usp=drivesdk,Serbian President,Political Commentary,Micha Dinnebin,A commentary discussing the greater tragedy than during World War II.,Sidebar
G14,https://drive.google.com/file/d/1sluLiM_xpXpeTh9vgyrCM9NtKTfI-7Na/view?usp=drivesdk,Air Compressor,Air Compressor,Not specified,Portable air compressor available at a discounted price.,sidebar
G14,https://drive.google.com/file/d/18ibVoJ0rC8xwl1LIUuroudpOaIYmi664/view?usp=drivesdk,Jetzt an Petition teilnehmen!,Petition Participation,FreieWelt.net,An advertisement prompting users to participate in a petition.,Banner on the right side of the page
G38,https://drive.google.com/file/d/1v5an9FTW3OnxckfobgwSkU_CBEAhpUj1/view?usp=drivesdk,Digital at Your Side,Web Hosting/Cloud Services,IONOS,A promotional ad for IONOS promoting their web hosting and cloud services.,sidebar
G38,https://drive.google.com/file/d/1BpTRNb8VI-ca2Vq6Qgts8-qprDNbsjZj/view?usp=drivesdk,Die Zukunft der Arbeit,Hybrid Work,Not Specified,The future of work focusing on hybrid work solutions.,Sidebar
G38,https://drive.google.com/file/d/1zF9TGq3vXPwxmXsYfNJ8kuLV84hJFjz_/view?usp=drivesdk,Aquapark Tickets,Water Park Entrance Tickets,Aqualandia,Buy your entry tickets for Aqualandia Water Park.,Sidebar (Left)
G38,https://drive.google.com/file/d/1zF9TGq3vXPwxmXsYfNJ8kuLV84hJFjz_/view?usp=drivesdk,Digital Services,Website Hosting and Design Services,IONOS,Digital at your site. Explore web hosting and solutions for your online presence.,Sidebar (Right)
G38,https://drive.google.com/file/d/1UDLZzesjSqf4nsP4sF0STcFA99Xo457R/view?usp=drivesdk,IONOS,Web Hosting Services,IONOS,Digital on your side.,Sidebar
G38,https://drive.google.com/file/d/1xXNgFarIdDtUAEs9LJV48c1eGpvXRvnn/view?usp=drivesdk,KI-Governance und Ethik gewinnen an Bedeutung,KI-Governance and Ethics,ISACA,Promoting the importance of AI governance and ethics.,Banner below the podcast section
G38,https://drive.google.com/file/d/1xXNgFarIdDtUAEs9LJV48c1eGpvXRvnn/view?usp=drivesdk,Digital an Ihrer Seite,Digital services,IONOS,Offers digital solutions and services for businesses.,Sidebar
G38,https://drive.google.com/file/d/1US5QuHOg-hmZPsMde8X34MdwJZCYCUJL/view?usp=drivesdk,IONOS,Digital Services,IONOS,Digital at your side. Discover now.,sidebar
G38,https://drive.google.com/file/d/1N18ROCzuPPAPAtWuz-6mlWvUrpHIMzJi/view?usp=drivesdk,heise Jobs,Job portal for IT experts,heise,"A job board specifically for IT professionals, offering job opportunities in various tech fields.",sidebar
G38,https://drive.google.com/file/d/1N18ROCzuPPAPAtWuz-6mlWvUrpHIMzJi/view?usp=drivesdk,Lufthansa,Airline services,Lufthansa,"Promoting travel experiences with Lufthansa, including the tagline 'Vuela a tu próxima aventura' which translates to 'Fly to your next adventure.'.",inline
G38,https://drive.google.com/file/d/1N18ROCzuPPAPAtWuz-6mlWvUrpHIMzJi/view?usp=drivesdk,IONOS,Digital services,IONOS,"Advertisement for IONOS showcasing their digital services with a visual of a woman and the text 'Digital an Ihrer Seite', which translates to 'Digital by your side'.",right sidebar
G38,https://drive.google.com/file/d/1Wag5pWuBGgnJT1WUdPHnfJCE2bJO0TFW/view?usp=drivesdk,IONOS,Cloud and IT Services,IONOS,Digital at your side - promoting cloud and IT solutions with a user-friendly interface.,Sidebar
G38,https://drive.google.com/file/d/19oXOyvHOZ7WXn8-w6rCRsdGzN3hsVoCK/view?usp=drivesdk,Cita para comer con Zeus.,Travel and dining experience,Lufthansa,"Promoting dining experiences with Lufthansa, featuring vacation imagery.",Banner
G38,https://drive.google.com/file/d/19oXOyvHOZ7WXn8-w6rCRsdGzN3hsVoCK/view?usp=drivesdk,Digital an Ihrer Seite,Web hosting and services,IONOS,Advertising web hosting and digital services from IONOS.,Sidebar
G38,https://drive.google.com/file/d/18BrxjU2tLs1ELKOlxdxun7YKajl0E1_p/view?usp=drivesdk,IONOS,Web Hosting Services,IONOS,Digital on your side. Explore web hosting solutions.,Right sidebar
G38,https://drive.google.com/file/d/1bG9ZXKB652sDb8HG9HnDOluQ5zJ-WTEK/view?usp=drivesdk,Compra Tu Entrada,Tickets for Aqualandia,Aqualandia,Buy your tickets for Aqualandia now.,banner
G38,https://drive.google.com/file/d/1bG9ZXKB652sDb8HG9HnDOluQ5zJ-WTEK/view?usp=drivesdk,Digital an Ihrer Seite,Web Services,IONOS,Discover digital solutions for your business.,sidebar
G38,https://drive.google.com/file/d/196QzmZMnVNXIlQxUQEv402dUNMYliR4X/view?usp=drivesdk,IONOS,Digital Services,IONOS,Digital services for your business.,Right sidebar
G38,https://drive.google.com/file/d/1s7OMXLsBMBYniMW0Yg-HdWhIcG5ewupj/view?usp=drivesdk,Lufthansa Advertisement,Air Travel,Lufthansa,Fly to your next adventure.,Banner
G38,https://drive.google.com/file/d/1s7OMXLsBMBYniMW0Yg-HdWhIcG5ewupj/view?usp=drivesdk,IONOS Advertisement,Web Hosting Services,IONOS,Digital at your side. Discover now.,Sidebar
G38,https://drive.google.com/file/d/1j7golPNpFigkiPbASNZXRBnBGZEmFYAn/view?usp=drivesdk,IONOS,Web hosting services,IONOS,Digital at your page. Discover now.,sidebar
G38,https://drive.google.com/file/d/1j7golPNpFigkiPbASNZXRBnBGZEmFYAn/view?usp=drivesdk,Ecoflow Wave 2,Smart climate device,Ecoflow,Smart climate device: Ecoflow Wave 2 in test.,inline
G38,https://drive.google.com/file/d/1JJrVdEpooPuHIt_itdNI_P1dAX1C0Ylh/view?usp=drivesdk,Moderne IT-Infrastruktur,IT Infrastructure Services,Intel,"Information about modern IT infrastructure services, including articles and whitepapers.","banner, bottom section"
G38,https://drive.google.com/file/d/1JJrVdEpooPuHIt_itdNI_P1dAX1C0Ylh/view?usp=drivesdk,Digital an Ihrer Seite,Web Services,IONOS,"Promoting digital services offered by IONOS, including website and online solutions.","sidebar, right side"
G38,https://drive.google.com/file/d/1ceK5WWaZ3IUX8Yfen7aiN7h5S0O2jiy3/view?usp=drivesdk,IONOS,Digital Services,IONOS,Digital at your site.,Right sidebar
G38,https://drive.google.com/file/d/1Zn246q17RZgmjiBYDhcKpgNZx-vzK88d/view?usp=drivesdk,Sorolla - Barcelona,Exhibition,Sorolla Expo Barcelona,"In Barcelona, the art of Sorolla flourishes as it celebrates its centenary.",Banner section (top after the headline)
G38,https://drive.google.com/file/d/1Zn246q17RZgmjiBYDhcKpgNZx-vzK88d/view?usp=drivesdk,IONOS,Digital Services,IONOS,Digital at your site.,Sidebar (right side of the website)
G38,https://drive.google.com/file/d/1Wtugfo6N3Kkd-C8lvZEtfNopCyRWFfml/view?usp=drivesdk,IONOS,Digital services,IONOS,Digital to your side. Explore and discover digital solutions.,sidebar
G37,https://drive.google.com/file/d/1aGwiOkkfxKlLhQXXLRnhZAClVXCdyokn/view?usp=drivesdk,Sabadell,Banking Services,Sabadell,"Get up to €600 in the first year. 6% TIN for the first three months and then the current yield (actual 2% TIN) 3.06% TAE. Maximum balance €20,000.",Left sidebar
G37,https://drive.google.com/file/d/1aGwiOkkfxKlLhQXXLRnhZAClVXCdyokn/view?usp=drivesdk,O2,Mobile and Fiber Services,O2,Fiber and Mobile 5G+ for €30 final price.,Right sidebar
G37,https://drive.google.com/file/d/1jvc01yZGglq37J1e_d_ypLV2HGnh7hmE/view?usp=drivesdk,Portaventura World,Theme Park,Portaventura,A theme park that offers a variety of rides and entertainment for families and adventurers.,Right sidebar
G37,https://drive.google.com/file/d/1jvc01yZGglq37J1e_d_ypLV2HGnh7hmE/view?usp=drivesdk,O2,Mobile Services,O2,"Promoting mobile services offered by O2, highlighting connectivity and plans.",Right sidebar
G37,https://drive.google.com/file/d/1JHS7f-3Q3Jy_zNSuwGI6VoR5QW7LpFcB/view?usp=drivesdk,O₂ 5G,5G Services,O₂,The ultrafast speed of 5G provided by O₂.,Sidebar
G37,https://drive.google.com/file/d/18vzFZ1WJf26ntj6HjnxuEIzU7JfoI9e7/view?usp=drivesdk,O2 Mobile & Fiber,Mobile and Fiber Services,O2,High-speed fiber and mobile services available for €30 final price.,Sidebar
G37,https://drive.google.com/file/d/1lQBKQNFiijuz_h8IpoNJ5U36bxgiKN8K/view?usp=drivesdk,O2 Mobile Offer,Mobile and Fiber Service,O2,5G mobile and fiber services at a final price of 30€,Sidebar
G37,https://drive.google.com/file/d/1xyh9eplRTPOtd49WpKT3VsgZt4mC_8im/view?usp=drivesdk,O2 5G,5G mobile service,O2,Experience ultrafast 5G mobile internet with O2.,Right sidebar
G37,https://drive.google.com/file/d/1c1mAPc-_iyK6hLfvPOnegbYx6pgCFCeY/view?usp=drivesdk,O2,Mobile phone services,O2,Major coverage,Sidebar (left)
G37,https://drive.google.com/file/d/1c1mAPc-_iyK6hLfvPOnegbYx6pgCFCeY/view?usp=drivesdk,O2,Mobile phone services,O2,Announce your ads,Sidebar (right)
G37,https://drive.google.com/file/d/1vkSZaVQX7vlnSl_KBebfv3tO9z-BP-ok/view?usp=drivesdk,O2,Internet and Mobile Services,O2,"Fiber + Mobile 5G for €35, no permanent contract.",Left sidebar
G37,https://drive.google.com/file/d/1vkSZaVQX7vlnSl_KBebfv3tO9z-BP-ok/view?usp=drivesdk,O2,Internet and Mobile Services,O2,"Fiber and Mobile 5G+ for €30, no permanent contract.",Right sidebar
G37,https://drive.google.com/file/d/1xVkKnwJ_r4CVH_l8_o7p2Vih7Kkr5uxF/view?usp=drivesdk,O2 (Left Ad),Internet and Mobile services,O2,Fibre and Mobile 5G for €35 with no termination fee,Sidebar (left)
G37,https://drive.google.com/file/d/1xVkKnwJ_r4CVH_l8_o7p2Vih7Kkr5uxF/view?usp=drivesdk,O2 (Right Ad),Internet and Mobile services,O2,Fibre and Mobile 5G+ for €30 with no termination fee,Sidebar (right)
G16,https://drive.google.com/file/d/11AdeRoWertoOjDwHFEnRTsIgzqVulWb_/view?usp=drivesdk,Vote for Our Austria,Political Campaign,FPÖ (Freedom Party of Austria),A political advertisement encouraging voters to support the FPÖ in the upcoming elections.,sidebar
G16,https://drive.google.com/file/d/1Tqb4ejOlulcgY0kCBgNXUvRG7S7GaeUw/view?usp=drivesdk,Tous Jewelry,Jewelry,Tous,Various pieces of jewelry including rings and bracelets.,"Middle section of the page, laid out as a row of images."
G16,https://drive.google.com/file/d/1Tqb4ejOlulcgY0kCBgNXUvRG7S7GaeUw/view?usp=drivesdk,Vorhang auf für unser Österreich,Political Campaign,FPÖ,"Political campaign advertisement promoting an event in Austria on June 9, 2024.",Right sidebar.
G16,https://drive.google.com/file/d/130L0UgZrZK37N3mLvLxkVLjRd96_8WJC/view?usp=drivesdk,VORHANG AUF FÜR UNSER ÖSTERREICH,Political campaign,FPÖ,"Campaign advertisement for the FPÖ party in Austria, promoting an event on June 9, 2024.",sidebar
G16,https://drive.google.com/file/d/1HaUfO_R97ODmnpIlXAcyVxc0UoAa6BMU/view?usp=drivesdk,Morricone y 100 años de cine,Concert,Excelentia,"Concert: ""Morricone y 100 años de cine"", Palau de la Música. 15 October 20:00.",Banner
G16,https://drive.google.com/file/d/1HaUfO_R97ODmnpIlXAcyVxc0UoAa6BMU/view?usp=drivesdk,VORHANG AUF FÜR UNSER ÖSTERREICH,Political Campaign,FPÖ,"Campaign for political event on June 9, 2024, promoting freedom, security, and neutrality in Austria.",Sidebar
G16,https://drive.google.com/file/d/1Lip1PkIwkPiD1Ue9KLlQyKbZnObgjbkj/view?usp=drivesdk,,,,Google Ads,Banner
G16,https://drive.google.com/file/d/1E3meHNycyK4aeFZ7Q6X9jEc8w5h2mhnZ/view?usp=drivesdk,"Morricone, Zimmer & Williams",Concert Tickets,Palau de la Música,"Concert: 'The music of Morricone, Zimmer & Williams'.","Banner, upper section"
G16,https://drive.google.com/file/d/1Oj2ssAzmHPZHTOhW3nf8cdkGACQdNMPJ/view?usp=drivesdk,Nike Streifen Streit,Nike apparel,Nike,Discussion about a legal case involving Nike stripes infringing on Adidas trademarks.,Top section before the headline
G16,https://drive.google.com/file/d/1Oj2ssAzmHPZHTOhW3nf8cdkGACQdNMPJ/view?usp=drivesdk,Hypo,Financial services,HYPO,Promotion of financial services related to investments.,Inline video with interview
G16,https://drive.google.com/file/d/1Oj2ssAzmHPZHTOhW3nf8cdkGACQdNMPJ/view?usp=drivesdk,eXXpressTV,News and media,eXXpress,"Streaming or live news coverage from eXXpressTV, covering various news topics.",Bottom section
S25,https://drive.google.com/file/d/1zFeMeVAuedhlcGb5UcKgduXJvJIK0xR5/view?usp=drivesdk,Mochila Amplia,Backpack,Temu,Large backpack for 3.19€ with free shipping.,Main section
S25,https://drive.google.com/file/d/1zFeMeVAuedhlcGb5UcKgduXJvJIK0xR5/view?usp=drivesdk,"¿Esperas, eso está en oferta?",Various products,Unknown,Save up to 90%. We offer everything you look for at an equal price.,Inline sidebar ad
S25,https://drive.google.com/file/d/1qgTRblzZF0LdngnKJIKRulehtngOfMRT/view?usp=drivesdk,El Gato al Agua,Television Program,El Toro TV,The best of El Gato al Agua,Sidebar
S25,https://drive.google.com/file/d/1kDlvEDcHRX65gOVxMntV53Wxt8ymfT9j/view?usp=drivesdk,Hearing Aids Offer,Hearing Aids,hearPix,Pensioners over 60 can opt for these new hearing aids.,Sidebar
S25,https://drive.google.com/file/d/13XNYAhs4mRnvr-Gv3WN2BP4aHKsGpZ30/view?usp=drivesdk,,,,Account managed by Google for ad options,sidebar
S25,https://drive.google.com/file/d/1S99BVfhLVkcSMvbC1RbMUs8NdWlgQigk/view?usp=drivesdk,Price Drop Alert,Various electronic items,Temu,Notification about a reduction in prices for multiple electronic products.,Sidebar
S25,https://drive.google.com/file/d/1IprOsUkaaxuEXvDU0-LzhpfG0nOf9XLL/view?usp=drivesdk,,,,,sidebar
S21,https://drive.google.com/file/d/18sNqFdwW1kr9mlyUDujW09AbK27gmuCK/view?usp=drivesdk,Mejor Conectados,Telecommunications Services,Telefónica,A service promoting better connectivity,Top section before the headline
S21,https://drive.google.com/file/d/1YrMJmg8jxkpAFCbXn7rSbNoKOFkl4s8m/view?usp=drivesdk,Telefónica,Telecommunication Services,Telefónica,Discover how talent connected has no limits.,Banner
S21,https://drive.google.com/file/d/1YrMJmg8jxkpAFCbXn7rSbNoKOFkl4s8m/view?usp=drivesdk,HISPANIDAD Exclusive Offers,Exclusive Content,HISPANIDAD,Receive free exclusive content from HISPANIDAD.,Sidebar
S21,https://drive.google.com/file/d/1YrMJmg8jxkpAFCbXn7rSbNoKOFkl4s8m/view?usp=drivesdk,HISPANIDAD Exclusive Offers,Exclusive Content,HISPANIDAD,Receive free exclusive content from HISPANIDAD.,Sidebar
S21,https://drive.google.com/file/d/1YrMJmg8jxkpAFCbXn7rSbNoKOFkl4s8m/view?usp=drivesdk,Fundación Telefónica,Foundation Services,Fundación Telefónica,Learn more about the initiatives supported by Fundación Telefónica.,Bottom
S21,https://drive.google.com/file/d/1eIinEhrmBx9QSS2Rykylvn9aIwW7o3Ue/view?usp=drivesdk,EXPO-NENCIAL,Transition from Analog to Digital,Fundación Telefónica,An event focused on the transition from analog systems to digital technologies.,Sidebar
S20,https://drive.google.com/file/d/1henayFn_zxwZMtwTzW1VPpycJwgTB3wH/view?usp=drivesdk,Price Drop Alert,Home Essentials,Temu,An alert for price reductions on home utilities.,Sidebar
S20,https://drive.google.com/file/d/1IhDl2U3cZeIM68d9VfGFcPz-swWxlRs3/view?usp=drivesdk,Ad served by Google,Online advertising,Google,Advertisement displayed by Google on the website,"Middle section of the page, below the header"
S20,https://drive.google.com/file/d/1Vq-YurS8xdevy-L1XrB9UrUr8zfd7lSQ/view?usp=drivesdk,#1 Tool to Remove Scratches from Cars,Scratch Remover,NanoSparkle,This tool easily removes any scratch instantly.,Bottom section of the website
S20,https://drive.google.com/file/d/1EGvbtrVrBh7nmbCazHOO_lFAxvj3jb11/view?usp=drivesdk,Google Ads,Online Advertising,Google,"Advertisement served by Google, typically used for various online services.",Bottom section
S12,https://drive.google.com/file/d/1fBe16HXb13fjhJ6D7cwlZ2J9HOXRcZrJ/view?usp=drivesdk,Get Your Guide,Travel services,Get Your Guide,An advertisement for travel services offering various activities and tours.,Left sidebar
S12,https://drive.google.com/file/d/1fBe16HXb13fjhJ6D7cwlZ2J9HOXRcZrJ/view?usp=drivesdk,TENA Men,Incontinence products,TENA Men,Product aimed at managing incontinence specifically designed for men.,"Top section, within the news content"
S12,https://drive.google.com/file/d/1fBe16HXb13fjhJ6D7cwlZ2J9HOXRcZrJ/view?usp=drivesdk,eToro,Investment platform,eToro,A platform for investing in different cryptocurrencies and assets.,Right sidebar
