Folder_Number,Image_Link,Ad_Name,Product,Company,Ad_Description,Ad_Placement
157,https://drive.google.com/file/d/1sigcV4cYh8mvpV46g-GOiqPUJnzRLe3M/view?usp=drivesdk,Swimming Pools,Swimming Pools,,Immerse yourself in water without spending a fortune: affordable garden pools,inline
157,https://drive.google.com/file/d/1sigcV4cYh8mvpV46g-GOiqPUJnzRLe3M/view?usp=drivesdk,Intelligent Beds,Intelligent Beds,,Modern intelligent beds at affordable prices (shop now),inline
157,https://drive.google.com/file/d/1sigcV4cYh8mvpV46g-GOiqPUJnzRLe3M/view?usp=drivesdk,Simyo,5G Mobile Plans,Simyo,"5G with all our offers at the same price, mobile 12GB per month",top banner
157,https://drive.google.com/file/d/1xlMc2wy8mM2leKN_4KZ4zpO_Yk5hnh7X/view?usp=drivesdk,,Swimming pools,,Immerse yourself in water without spending a fortune: Affordable garden pools,Sidebar
157,https://drive.google.com/file/d/1xlMc2wy8mM2leKN_4KZ4zpO_Yk5hnh7X/view?usp=drivesdk,,Smart beds,,Modern smart beds at affordable prices (see now),Sidebar
157,https://drive.google.com/file/d/1xlMc2wy8mM2leKN_4KZ4zpO_Yk5hnh7X/view?usp=drivesdk,Simyo,Mobile Services,Simyo,Now 5G at all our rates for the same price; 12GB prepaid monthly,Banner
557,https://drive.google.com/file/d/1bR5Q_cBQenBBifGUDDofmobXDxwsHmLq/view?usp=drivesdk,Car Scratch Solution,Car Scratch Remover,Unknown,"Every car has scratches, but few know this trick to remove them.",Inline
557,https://drive.google.com/file/d/1bR5Q_cBQenBBifGUDDofmobXDxwsHmLq/view?usp=drivesdk,Home Renovation,Home Improvement Services,Unknown,Reform your home with the latest designs and renovations.,Sidebar
557,https://drive.google.com/file/d/1ImasWicObu22rjTNvoomvXfHpM3qyfYH/view?usp=drivesdk,Museu Terra,Museum Visit,Museu Terra,"Welcome to Museu Terra. Views of the earth, which is why it has changed its name.",Right sidebar
557,https://drive.google.com/file/d/1MfpeO9ZO-NYUWZfSexux7j52Ls0SnZUY/view?usp=drivesdk,Sponsored by Midas,Unknown Product,Midas,"An article discussing restrictions on the market concerning super-efficient refrigeration appliances, with an advanced notice of a potential ban on their use by 2050.","Inline, beside a news article"
557,https://drive.google.com/file/d/1TMGy2gh78XYC_ajTYZ99bzfJ-W7UsL-P/view?usp=drivesdk,Museu Terra,Museum Entry,Museu Terra,"Welcome to Museu Terra. We are alive with the earth, which is why we've changed our name.",Sidebar
557,https://drive.google.com/file/d/16u7Ojvk8NKPfNMK_Ddl_SwV3tYgq1J37/view?usp=drivesdk,Ads by Google,,,Ad from Google,Bottom section
797,https://drive.google.com/file/d/1LP2UlzzP9PuZ5zfL-qIPFFl3Pti0qYQr/view?usp=drivesdk,,Prostate health supplement,,This product claims to improve prostate health and is easy to use.,sidebar
797,https://drive.google.com/file/d/1LP2UlzzP9PuZ5zfL-qIPFFl3Pti0qYQr/view?usp=drivesdk,,Women's wellness program,,This program focuses on empowering women to manage their health and wellness.,sidebar
797,https://drive.google.com/file/d/1Ivi20ZGv7AjZ8_n2h2HqVSuRCbuvXwzs/view?usp=drivesdk,Reserve now,Travel related services,SWISS,"It promotes traveling to small places with pleasures, encouraging users to make reservations.",Sidebar
797,https://drive.google.com/file/d/1ocsiczgRP1t3f1PJM2-yL8KOTTU_o8m-/view?usp=drivesdk,Ads by Google,Unknown,Google,"Advertisement related to Google ads, exact product or service not specified.",Inline
667,https://drive.google.com/file/d/1_YnfISPjrla1Q1q2VvuYybBj6kPqgpIt/view?usp=drivesdk,The role of EIB in face of the EU’s challenges,Event,European Investment Bank (EIB),An event discussing the role of the EIB regarding European challenges.,Banner (top section)
667,https://drive.google.com/file/d/1_YnfISPjrla1Q1q2VvuYybBj6kPqgpIt/view?usp=drivesdk,Sol Río De Luna y Mares,Resort,Sol Río De Luna y Mares,An advertisement for a resort named Sol Río De Luna y Mares.,Inline advertisement
667,https://drive.google.com/file/d/1_YnfISPjrla1Q1q2VvuYybBj6kPqgpIt/view?usp=drivesdk,Clean Air,YouTube Live Event,Publico,A YouTube Live event discussing clean air on June 4.,Bottom section
667,https://drive.google.com/file/d/1F4vv150mEtOMAnpODA22LHHti6dQ9Vld/view?usp=drivesdk,Sol Río De Luna y Mares,Hotel,[Not Provided],Book your stay now!,Banner at the bottom of the page
667,https://drive.google.com/file/d/1e4MJNS0yicMG8QrMP0yQaM8N85fL1j1q/view?usp=drivesdk,EXPO PADEL WORLD,Padel Exhibition,,"International padel exhibition taking place on June 29-30 at MED ARENA, Sala Tejo.",Top section before the headline
667,https://drive.google.com/file/d/1e4MJNS0yicMG8QrMP0yQaM8N85fL1j1q/view?usp=drivesdk,idealist,Real estate app,,The leading real estate app in Portugal.,Sidebar
667,https://drive.google.com/file/d/1jQwKJ1hGt8F9I1S6fmNX7tIP4q0WNgrM/view?usp=drivesdk,idealist,Real estate app,Idealista,The leading real estate app in Portugal,Sidebar
667,https://drive.google.com/file/d/1ZnLNWbsZrRB2ryva7Lv6HKDw1K4g1yVr/view?usp=drivesdk,Clean Air,Air Quality Service,Público,Promoting an air quality service event scheduled for June 4th.,Banner
667,https://drive.google.com/file/d/1ZnLNWbsZrRB2ryva7Lv6HKDw1K4g1yVr/view?usp=drivesdk,Sol Río De Luna y Mares,Resort,Mela,Advertisement for a resort named Sol Río De Luna y Mares with a call to reserve.,Bottom Section
667,https://drive.google.com/file/d/1CERrc8jBT4JzvBPw2a1oYTUNAOKPJoOh/view?usp=drivesdk,Sol Río De Luna y Mares,Resort,Mela,"A resort offering accommodation and services in an attractive location, likely promoting relaxation and leisure.",Bottom section of the page
464,https://drive.google.com/file/d/1FwQ3AYMhdmTkh0nNWQg3kRRR19nkq7X0/view?usp=drivesdk,Renault Austral E-Tech Full Hybrid,Car,Renault,Promotion of Renault's Austral E-Tech Full Hybrid vehicle featuring specifications and pricing.,"Top section, banner"
464,https://drive.google.com/file/d/1rDkDfIx6rrvjhGb2L3_RwxAX81f9jDsd/view?usp=drivesdk,O2,Fiber and Mobile 5G+,O2,Offers a final price of €30 for fiber and mobile services.,sidebar
464,https://drive.google.com/file/d/1rDkDfIx6rrvjhGb2L3_RwxAX81f9jDsd/view?usp=drivesdk,Renault Austral E-Tech Full Hybrid,Car,Renault,Promotes the Renault Austral E-Tech Full Hybrid with specifications and financing options.,banner
464,https://drive.google.com/file/d/1rDkDfIx6rrvjhGb2L3_RwxAX81f9jDsd/view?usp=drivesdk,Actimel,Yogurt drink,Danone,"Advertises Actimel yogurt drink, emphasizing health benefits.",inline
464,https://drive.google.com/file/d/1EpVjTDQY3gj_iUBtV9sgV5T4pQ6ph0ha/view?usp=drivesdk,Renault Austral E-TECH Full Hybrid,Car,Renault,Discover the Renault Austral E-TECH Full Hybrid with 200 CV and 146 kW.,sidebar
464,https://drive.google.com/file/d/1EpVjTDQY3gj_iUBtV9sgV5T4pQ6ph0ha/view?usp=drivesdk,Actimel,Yogurt Drink,Danone,Actimel yogurt drink for a healthy lifestyle.,bottom
464,https://drive.google.com/file/d/1wKa2vlkQfo7ADVg2DJaxD5rtODdhQ-aY/view?usp=drivesdk,Renault Austral E-TECH Full Hybrid,Hybrid vehicle,Renault,A hybrid vehicle offering hybrid technology and attractive features.,Sidebar (left side)
464,https://drive.google.com/file/d/1wKa2vlkQfo7ADVg2DJaxD5rtODdhQ-aY/view?usp=drivesdk,MBA y Masters en Business,MBA and Master's programs,EAE,Develop your potential with our MBAs.,Inline (between articles)
464,https://drive.google.com/file/d/1wKa2vlkQfo7ADVg2DJaxD5rtODdhQ-aY/view?usp=drivesdk,Unicef,Child welfare support,UNICEF,Help children affected by war. Become a member.,Sidebar (right side)
464,https://drive.google.com/file/d/1wKa2vlkQfo7ADVg2DJaxD5rtODdhQ-aY/view?usp=drivesdk,Renault Austral E-TECH Full Hybrid,Hybrid vehicle,Renault,Offering hybrid technology with special maintenance offers.,Sidebar (right side)
464,https://drive.google.com/file/d/1njcYXYtCzQoTcvfwO5rTI8DpvkFSM3i9/view?usp=drivesdk,Renault Austral E-Tech Full Hybrid,Car,Renault,"200 CV - 146 kW, promising a talk about the engine.",Sidebar
464,https://drive.google.com/file/d/1njcYXYtCzQoTcvfwO5rTI8DpvkFSM3i9/view?usp=drivesdk,MBA y Masters en Business,Business Education Program,EAE,Develop your potential with our MBAs.,Inline
464,https://drive.google.com/file/d/1njcYXYtCzQoTcvfwO5rTI8DpvkFSM3i9/view?usp=drivesdk,Unknown Health Advice Advertisement,Health Consultation,Not specified,"A doctor advises: 'If you have fat in your abdomen, you should lose it every day.'",Inline
464,https://drive.google.com/file/d/1njcYXYtCzQoTcvfwO5rTI8DpvkFSM3i9/view?usp=drivesdk,Renault Austral E-Tech Full Hybrid,Car,Renault,"Monthly deal starting at 259€, including 3 years of maintenance.",Sidebar
274,https://drive.google.com/file/d/1xK2yUaXLGCUV8N4JLPWBc6bQtDXoITiE/view?usp=drivesdk,#1 Tool to Eliminate Car Scratches,Scratch Removal Tool,,This tool easily removes any scratch and repair damage to your car instantly.,Top section before the headline
274,https://drive.google.com/file/d/1xK2yUaXLGCUV8N4JLPWBc6bQtDXoITiE/view?usp=drivesdk,Es hora de hacer que tu hotel luzca como se merece,Hotel Promotion Services,,It's time to make your hotel look as it deserves.,Sidebar
274,https://drive.google.com/file/d/1H9xS1e1tYWMOR1a3P5aaM0xIJwV82QQf/view?usp=drivesdk,Comparte ahora,Sharing service,,A button to share content on social networks.,Sidebar
8,https://drive.google.com/file/d/1r2p2ax8fBvj4yQwZbjtElKTwOAXYAYYW/view?usp=drivesdk,New SUV Range,SUV,Hyundai,New range of SUVs from Hyundai available for various financing options.,"Top section, banner"
8,https://drive.google.com/file/d/1r2p2ax8fBvj4yQwZbjtElKTwOAXYAYYW/view?usp=drivesdk,Barcelo,Hotel Booking,Barcelo,Reserve where summer is better with up to 40% discount.,Left sidebar
8,https://drive.google.com/file/d/1r2p2ax8fBvj4yQwZbjtElKTwOAXYAYYW/view?usp=drivesdk,Wabi,Car Services,Wabi,"Drive your car without waiting, no complications, no permanence.",Right sidebar
8,https://drive.google.com/file/d/1LUliI4SnPNMzP8Ly_Dh726Co2lAMlxbW/view?usp=drivesdk,Auto Cristal Ralarsa,Car glass services,RalarSA,Repair your car's windshield at RalarSA and get a free umbrella with your service.,banner
8,https://drive.google.com/file/d/1o7X_JDjJ0LUEIcYBHzdZnNlvz_QeQrUJ/view?usp=drivesdk,Repsol,Renewable Fuels,Repsol,Information about renewable fuels and energy solutions.,Bottom section
8,https://drive.google.com/file/d/1SRFu7Cl5sGoYDPcX79FoF2yoWHcep_ML/view?usp=drivesdk,Octopus Solar,Solar Energy Service,Octopus Energy,A service providing energy for night and weekend at the same price as your solar power excesses.,Sidebar
8,https://drive.google.com/file/d/1SRFu7Cl5sGoYDPcX79FoF2yoWHcep_ML/view?usp=drivesdk,Restaurants with 3 Michelin Stars,Dining Experience,,A promotional advertisement showcasing restaurants that have received three Michelin stars in Spain.,Bottom
8,https://drive.google.com/file/d/1CQqVmorVhKEiL1pSUwOcbiixN1u6XRHM/view?usp=drivesdk,Trainline,Train Travel,Trainline,A service that offers train travel options and bookings.,sidebar
8,https://drive.google.com/file/d/1IJ_ai7mNGjnnjwqFis1GbwG3PIyif0Tg/view?usp=drivesdk,Hyundai TUCSON,SUV,Hyundai,Reimagine the design.,bottom section
8,https://drive.google.com/file/d/1T6iPZoM5WqZzjtS9QUDRxMjdqzwPwUo9/view?usp=drivesdk,Los Reyes cancelan uno de sus eventos de la semana,,,The Kings cancel one of their events of the week due to the last decision of...,sidebar
8,https://drive.google.com/file/d/1T6iPZoM5WqZzjtS9QUDRxMjdqzwPwUo9/view?usp=drivesdk,"Así es Zara, la sobrina predilecta del rey Carlos III",,,"This is Zara, the favorite niece of King Charles III who breaks all norms...",sidebar
8,https://drive.google.com/file/d/1T6iPZoM5WqZzjtS9QUDRxMjdqzwPwUo9/view?usp=drivesdk,El sorprendente nombre que Álvaro Benito pone sobre la mesa para suplir a Kroos,,,The surprising name that Álvaro Benito suggests to replace Kroos in football...,sidebar
8,https://drive.google.com/file/d/1T6iPZoM5WqZzjtS9QUDRxMjdqzwPwUo9/view?usp=drivesdk,Un huracán llamado Ángel Cristo: así ha sido el demoledor paso por...,,,A hurricane named Ángel Cristo: this has been the devastating impact of...,sidebar
470,https://drive.google.com/file/d/18GN9knoz7lDmscBDdBFB0yNit0OYCgwt/view?usp=drivesdk,Asturiana Coffee,Coffee,Central Lechera Asturiana,Important that coffee is as essential as milk.,Top section before the headline
470,https://drive.google.com/file/d/18GN9knoz7lDmscBDdBFB0yNit0OYCgwt/view?usp=drivesdk,Asturiana Milk,Milk,Central Lechera Asturiana,The original milk product from Central Lechera Asturiana.,Bottom section
470,https://drive.google.com/file/d/1fHVkEyAFvFIXMrkjqlWI_zM2K4u-Bh0D/view?usp=drivesdk,Central Lechera Asturiana,Milk,Central Lechera Asturiana,Promoting their original style milk product.,Right sidebar
470,https://drive.google.com/file/d/1fHVkEyAFvFIXMrkjqlWI_zM2K4u-Bh0D/view?usp=drivesdk,Andreu Buenafuente,Comedy Show,xComedy,Advertisement for the radio show presented by Andreu Buenafuente.,Right sidebar
470,https://drive.google.com/file/d/1HlOOO7RfApAfsf6r5_Xh_RSwyRl78FiB/view?usp=drivesdk,Asturiana,Milk,Central Lechera Asturiana,"Promoting their milk product, highlighting its quality and origin.",Banner on the right side of the page
470,https://drive.google.com/file/d/1EDvPs5Okgos_69SDz5WbEeJcSN90EEF1/view?usp=drivesdk,Asturiana Milk,Milk,Central Lechera Asturiana,"Promoting 'La Original' milk from Central Lechera Asturiana, emphasizing quality and heritage.",right sidebar
470,https://drive.google.com/file/d/1EDvPs5Okgos_69SDz5WbEeJcSN90EEF1/view?usp=drivesdk,Unicef Campaign,Child Welfare Program,Unicef,Aimed at supporting children affected by war and promoting their welfare.,middle sidebar
470,https://drive.google.com/file/d/1-DJ3Y9SYvcEakU1FAe2GqQ-WlNmp7FuK/view?usp=drivesdk,Central Lechera Asturiana,Milk,Central Lechera Asturiana,Promoting their original milk product.,"Main section, next to the article"
586,https://drive.google.com/file/d/1NT4f4ume7L9_0v98Tv8Nb1bi2BS2hAFA/view?usp=drivesdk,EAE Business School,Higher Education,EAE,Promoting EAE Business School and its academic programs in Barcelona.,Sidebar
586,https://drive.google.com/file/d/1Rii6ssi_LemcaLX1dEeYcsaq0Dlk5F_b/view?usp=drivesdk,EAE Business School,MBA Programs,EAE Business School,Promoting MBA and Masters programs offered by EAE Business School in Barcelona.,Inline (main content area)
586,https://drive.google.com/file/d/13tmqxMj10INnE8WkUyKQr8C7IQUx32oZ/view?usp=drivesdk,EAE Business School,Business Education,EAE Business School,"Study at EAE Business School in Barcelona, offering various business programs and opportunities for students.",Sidebar
586,https://drive.google.com/file/d/13tmqxMj10INnE8WkUyKQr8C7IQUx32oZ/view?usp=drivesdk,Caribe Aquatic Park,Water Park,PortAventura World,Free entry to Caribe Aquatic Park. Experience the fun at our hotel and enjoy adventurous days at the park.,Inline
586,https://drive.google.com/file/d/1RIr5b5ghFtMDwjHOAj6i7zrgUyEx2D00/view?usp=drivesdk,Bepanthol Tattoo,Tattoo cream,Bepanthol,A cream designed for tattoo care and protection.,Inline in the article
586,https://drive.google.com/file/d/1bMWr_BfMyG3RWn9H1xRfURQkYkRXWIXi/view?usp=drivesdk,MBA Programs,MBA Degrees,EAE Business School,"Study MBAs, Masters, and Graduate programs.",Banner
586,https://drive.google.com/file/d/1v6pShZAGKwYkl_zaZ1At1ob_kaSHzSFs/view?usp=drivesdk,Ad from VDO.AI,Water Park,Unknown,Advertisement for a water park experience featuring rides and attractions.,Bottom section (video ad)
586,https://drive.google.com/file/d/1K8rkYuQhu4ouSBsYQxeVTQa5Ip4hKvcS/view?usp=drivesdk,MBAs Masters Grados,MBA Programs,EAE Business School Barcelona,Information about Master's degree programs offered by EAE Business School.,Sidebar
586,https://drive.google.com/file/d/1qJ4YHg3Vr235SWL2eQLhz-KQI3niDS3Z/view?usp=drivesdk,Solución a la alopecia,Hair treatment,Aldemar Campos,Advertisement promoting a hair treatment solution for alopecia.,"Bottom section, video ad"
586,https://drive.google.com/file/d/1ahh0S4SZmNcx9H5Y-NWDAulBjddyfG4T/view?usp=drivesdk,OhMyBox,Storage Units,OhMyBox,Storage units from 1m² to 12m². Get your first month free when signing up for 3 months or more. Find your storage now.,Sidebar
586,https://drive.google.com/file/d/1YlpLj1PmFdoEGPEjuSRdAm_9UQuMZltT/view?usp=drivesdk,Conoce más,Not specified,Not specified,The advertisement suggests learning more about a subject related to the content but does not provide specific details about the product or service.,Bottom right (video overlay)
535,https://drive.google.com/file/d/13HHiSBM2DjKj0S-vnhsETPz7RbZQBrfg/view?usp=drivesdk,Pavimento Impreso Catalunya,Printed Pavements,Pavimento Impreso Catalunya,Walk through the beautiful and impressive pavements of your property. Call us today.,middle section
535,https://drive.google.com/file/d/13HHiSBM2DjKj0S-vnhsETPz7RbZQBrfg/view?usp=drivesdk,Air Europa,Air Travel,Air Europa,Spain and Europe starting from 17 EUR. America starting from 246 EUR.,right sidebar
535,https://drive.google.com/file/d/1EBD7DAowjG5wfzGaGcJIG_H1FT2OLPlT/view?usp=drivesdk,Google Ads,Various Products,Google,"Ads related to various products and services, part of Google Ads.",sidebar
535,https://drive.google.com/file/d/1EBD7DAowjG5wfzGaGcJIG_H1FT2OLPlT/view?usp=drivesdk,Google Ads,Various Products,Google,"Ads related to various products and services, part of Google Ads.",sidebar
535,https://drive.google.com/file/d/1EBD7DAowjG5wfzGaGcJIG_H1FT2OLPlT/view?usp=drivesdk,Google Ads,Various Products,Google,"Ads related to various products and services, part of Google Ads.",bottom
535,https://drive.google.com/file/d/1UR_5L9kVLr0tGkYoSzLOZrsc4hCB55cw/view?usp=drivesdk,ABANCA,Digital Banking Services,ABANCA,Discover banking services with ABANCA.,Sidebar
535,https://drive.google.com/file/d/1E6jWQHnZJc-3xF34WWnWiV_QT75HpIXD/view?usp=drivesdk,Emergency Services Ad,Emergency Assistance,Local Emergency Services,Critical situation in Ukraine; Zelenskiy just spoke: Everyone is dead...,sidebar
535,https://drive.google.com/file/d/1E6jWQHnZJc-3xF34WWnWiV_QT75HpIXD/view?usp=drivesdk,US Military Incident,News Report,Informer News,A man seriously injured in an incident in Belgrade. The car finished on...,sidebar
535,https://drive.google.com/file/d/1E6jWQHnZJc-3xF34WWnWiV_QT75HpIXD/view?usp=drivesdk,Luda in Serbia,Plant Care Guides,Not specified,Plant that looks like crazy in Serbia proven clean and aids...,sidebar
713,https://drive.google.com/file/d/1USfNJplZLyFxTAgN3kiV2_4xa44A8By3/view?usp=drivesdk,Badalona Restaurant,Restaurant services,N/A,Open for business with specified hours.,Bottom section of the website.
713,https://drive.google.com/file/d/1USfNJplZLyFxTAgN3kiV2_4xa44A8By3/view?usp=drivesdk,Asia Times Subscription,Premium news subscription,Asia Times,Ad promoting premium news stories and subscription.,Sidebar.
713,https://drive.google.com/file/d/1wrwGjzM4WThEgw0-qoNwbt4XJn9rbKhG/view?usp=drivesdk,AT+ PREMIUM STORIES,Premium Subscription,Asia Times,"A first glimmer of hope for China property. US auto industry scam: overpriced parts, repairs. Biden, Trump China tariffs draw on old, losing playbook.",Sidebar
713,https://drive.google.com/file/d/1vVIVI_wb339OVfgG4-QKTqiEMJQ0EK2s/view?usp=drivesdk,Nike Factory,Nike products,Nike,Promoting Nike merchandise available at the Nike Store in Badalona.,sidebar
713,https://drive.google.com/file/d/16qxAoEHJwt8EpSGqxpRuQHvMJR4wGWrL/view?usp=drivesdk,Ads by Google,,,,sidebar (left side)
713,https://drive.google.com/file/d/1IbogCKzRACLshBSA-rOW_63I3NH2NrHn/view?usp=drivesdk,Nike Store Badalona,Nike Factory,Nike,Get the best for less at Nike Factory Stores,banner
713,https://drive.google.com/file/d/1b9rmHxY8KfIIUUT3x1XyTIWwzhX_7bOD/view?usp=drivesdk,US Army reluctant to launch dedicated Drone Corps,Military News,Asia Times,An article discussing the reluctance of the US Army to establish a dedicated Drone Corps.,sidebar
713,https://drive.google.com/file/d/1qrHy0QcAvKV4ABnxmZImU9CSd0-ATpxB/view?usp=drivesdk,Cargo Shorts,Men's Cargo Shorts,Unknown,Stylish and comfortable cargo shorts available in various colors and sizes.,right sidebar
713,https://drive.google.com/file/d/1qrHy0QcAvKV4ABnxmZImU9CSd0-ATpxB/view?usp=drivesdk,Globalists Reward Monitor,Online Watchdog Service,AsiaTimes,A service monitoring globalist actions with insights and updates.,bottom right corner
713,https://drive.google.com/file/d/1AM9Pey28P1qE9NXLZ5qoAVmMVDsK6Beo/view?usp=drivesdk,Nike Factory Store,Nike products,Nike,Online shopping for Nike products including shoes and apparel.,Bottom section
713,https://drive.google.com/file/d/1HYOMVwl_nRfvbnzQRay_-woc8Pkzw4QY/view?usp=drivesdk,Homage to Paco de Lucía,Concert,Palau de la Música Catalana,Concert: 'Homage to Paco de Lucía'.,Inline within article
713,https://drive.google.com/file/d/1HYOMVwl_nRfvbnzQRay_-woc8Pkzw4QY/view?usp=drivesdk,Nike Factory Store,Nike products,Nike,Shop Nike products.,Sidebar
713,https://drive.google.com/file/d/1Yi4cQERIYsiSYZMlJnQxrGVmDwkJRRqw/view?usp=drivesdk,Badalona,Local Business Services,Badalona,Business hours and services location details.,Bottom section
713,https://drive.google.com/file/d/1Yi4cQERIYsiSYZMlJnQxrGVmDwkJRRqw/view?usp=drivesdk,AsiaTimes,News Article,AsiaTimes,Link to a news article about India's theatrical politics involving Bollywood and billionaires.,Sidebar
529,https://drive.google.com/file/d/1q67f65McKFUPEsS2_y-y5v_7F2fDbmvh/view?usp=drivesdk,Monster,Motorcycle Financing,Not specified,"Financing options for purchasing a motorcycle with 48 installments, including a payment plan option.",Left sidebar.
529,https://drive.google.com/file/d/1q67f65McKFUPEsS2_y-y5v_7F2fDbmvh/view?usp=drivesdk,Free Shipping,Online Shopping,Not specified,"Promotion for free shipping on orders over €560, with a discount code available for first orders.",Inline in the center of the page.
529,https://drive.google.com/file/d/1q67f65McKFUPEsS2_y-y5v_7F2fDbmvh/view?usp=drivesdk,Monster,Motorcycle Financing,Not specified,"Financing options for purchasing a motorcycle with 48 installments, including a payment plan option.",Right sidebar.
529,https://drive.google.com/file/d/1UCKsCIRywF6IpEyQvCU7NfANFl1pIch4/view?usp=drivesdk,Aktuelno,News Publication,Informer,Daily news publication providing current events and news updates.,Top section before the headline
529,https://drive.google.com/file/d/1UCKsCIRywF6IpEyQvCU7NfANFl1pIch4/view?usp=drivesdk,NEZAVISNE DNEVNE NOVINE,Independent Daily Newspaper,Informer,Independent daily newspaper focusing on a variety of news topics.,Top section beside header
529,https://drive.google.com/file/d/1v7qqwOLez-IUh7d5Cj8f4Y-mWsOD1IjS/view?usp=drivesdk,Monster,Subscription Service,Monster,Subscription for various services at a rate of €170/month.,sidebar
529,https://drive.google.com/file/d/1v7qqwOLez-IUh7d5Cj8f4Y-mWsOD1IjS/view?usp=drivesdk,Health Service,Insurance,Unknown,Service for individuals with melanoma and metastatic conditions.,banner
529,https://drive.google.com/file/d/1v7qqwOLez-IUh7d5Cj8f4Y-mWsOD1IjS/view?usp=drivesdk,Promoter,Human Resources,Unknown,Former policewoman discusses issues related to social services.,sidebar
529,https://drive.google.com/file/d/1v7qqwOLez-IUh7d5Cj8f4Y-mWsOD1IjS/view?usp=drivesdk,Goodbye Dear,Memorial Service,Lidija Vukicevic,Discussing the aftermath of a loss.,sidebar
529,https://drive.google.com/file/d/1C_9cHTOZveOHHlGWoCJfpk5TZrTTB_HA/view?usp=drivesdk,Advertisement from Google,,,Placeholder for advertising content.,sidebar
529,https://drive.google.com/file/d/1C_9cHTOZveOHHlGWoCJfpk5TZrTTB_HA/view?usp=drivesdk,Advertisement from Google,,,Placeholder for advertising content.,sidebar
527,https://drive.google.com/file/d/1pWsB7s_QSshReVA--BpHpS3vkTYWJ-t7/view?usp=drivesdk,Vueling,Airline Tickets,Vueling Airlines,Book your flights to Amsterdam.,Banner at the top of the page
527,https://drive.google.com/file/d/1pWsB7s_QSshReVA--BpHpS3vkTYWJ-t7/view?usp=drivesdk,MELIÁ,Hotel Reservations,MELIÁ Hotels & Resorts,Spring is in the air with up to 15% off.,Banner at the bottom of the page
527,https://drive.google.com/file/d/19MOHOJ5zT363jtcnH2MXbyUUSrJ5lEYS/view?usp=drivesdk,Leptir Bio-Oil,Bio-Oil,Bio-Oil,Skin care oil for scars and stretch marks.,Top section
